CN,PLT_CN,INVYR,STATECD,COUNTYCD,PLOT,TRANSECT,SUBP,SMPLOCCD,MEASYEAR,CONDID,DUFFDEP,LITTDEP,FUELDEP,CREATED_DATE,MODIFIED_DATE,DLF_SAMPLE_METHOD,DUFF_METHOD,DUFF_NONSAMPLE_REASN_CD,LITTER_METHOD,LITTER_NONSAMPLE_REASN_CD,FUELBED_METHOD,FUELBED_NONSAMPLE_REASN_CD,DL_STATUS_CD
218177444020004,249604511010854,2008,72,97,66,270,2,2,2008,1,0.0,0.1,0.2,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177447020004,249604511010854,2008,72,97,66,270,3,2,2008,1,2.8,0.1,0.3,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177450020004,249604511010854,2008,72,97,66,270,4,2,2008,1,1.2,1.6,4.9,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177379020004,249604505010854,2008,72,97,75,30,1,2,2008,1,0.4,2.3,1.0,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177382020004,249604505010854,2008,72,97,75,30,2,2,2008,1,1.4,0.9,0.1,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177385020004,249604505010854,2008,72,97,75,30,3,2,2008,1,0.0,0.1,0.0,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177388020004,249604505010854,2008,72,97,75,30,4,2,2008,1,3.6,0.6,1.0,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177380020004,249604505010854,2008,72,97,75,150,1,2,2008,1,0.1,0.8,0.1,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177383020004,249604505010854,2008,72,97,75,150,2,2,2008,1,0.1,0.7,0.1,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177386020004,249604505010854,2008,72,97,75,150,3,2,2008,1,2.3,0.4,0.0,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177389020004,249604505010854,2008,72,97,75,150,4,2,2008,1,5.0,3.5,0.9,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177381020004,249604505010854,2008,72,97,75,270,1,2,2008,1,0.0,0.4,0.8,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177384020004,249604505010854,2008,72,97,75,270,2,2,2008,1,0.0,0.0,0.0,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177387020004,249604505010854,2008,72,97,75,270,3,2,2008,1,2.9,0.4,0.5,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177390020004,249604505010854,2008,72,97,75,270,4,2,2008,1,0.1,0.8,0.1,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177499020004,249604498010854,2008,72,97,89,30,1,2,2008,1,0.2,0.1,0.4,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177502020004,249604498010854,2008,72,97,89,30,2,2,2008,1,1.2,0.4,1.9,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177505020004,249604498010854,2008,72,97,89,30,3,2,2008,1,1.2,0.4,4.2,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177508020004,249604498010854,2008,72,97,89,30,4,2,2008,1,1.3,0.4,0.2,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177500020004,249604498010854,2008,72,97,89,150,1,2,2008,1,0.2,0.1,1.5,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177503020004,249604498010854,2008,72,97,89,150,2,2,2008,1,0.1,0.1,0.2,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177506020004,249604498010854,2008,72,97,89,150,3,2,2008,1,1.0,0.4,0.2,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177509020004,249604498010854,2008,72,97,89,150,4,2,2008,1,0.8,0.3,0.2,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177501020004,249604498010854,2008,72,97,89,270,1,2,2008,1,0.1,0.3,1.3,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177504020004,249604498010854,2008,72,97,89,270,2,2,2008,1,2.8,1.2,2.4,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177507020004,249604498010854,2008,72,97,89,270,3,2,2008,1,0.8,0.4,0.2,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177510020004,249604498010854,2008,72,97,89,270,4,2,2008,1,1.2,0.2,0.7,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177403020004,249604508010854,2008,72,97,90,30,1,2,2008,1,0.1,0.4,1.0,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177406020004,249604508010854,2008,72,97,90,30,2,2,2008,1,1.3,0.3,0.1,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177409020004,249604508010854,2008,72,97,90,30,3,2,2008,1,1.2,3.7,5.2,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177412020004,249604508010854,2008,72,97,90,30,4,2,2008,1,0.9,0.2,1.0,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177404020004,249604508010854,2008,72,97,90,150,1,2,2008,1,1.7,1.4,2.5,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177405020004,249604508010854,2008,72,97,90,270,1,2,2008,1,1.1,1.4,2.1,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177407020004,249604508010854,2008,72,97,90,150,2,2,2008,1,0.6,0.9,4.3,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177410020004,249604508010854,2008,72,97,90,150,3,2,2008,1,0.7,1.0,0.1,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177413020004,249604508010854,2008,72,97,90,150,4,2,2008,1,0.6,0.1,4.1,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177408020004,249604508010854,2008,72,97,90,270,2,2,2008,1,1.3,0.7,0.1,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177411020004,249604508010854,2008,72,97,90,270,3,2,2008,1,1.1,1.8,4.1,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177414020004,249604508010854,2008,72,97,90,270,4,2,2008,1,0.6,0.1,3.0,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177391020004,249604507010854,2008,72,97,92,30,1,2,2008,1,0.4,0.9,1.0,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177394020004,249604507010854,2008,72,97,92,30,2,2,2008,1,0.2,0.8,8.2,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177397020004,249604507010854,2008,72,97,92,30,3,2,2008,1,4.7,1.6,2.6,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177400020004,249604507010854,2008,72,97,92,30,4,2,2008,1,2.4,0.4,4.3,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177392020004,249604507010854,2008,72,97,92,150,1,2,2008,1,0.4,1.3,1.4,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177395020004,249604507010854,2008,72,97,92,150,2,2,2008,1,2.8,0.9,3.1,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177398020004,249604507010854,2008,72,97,92,150,3,2,2008,1,1.0,1.6,1.5,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177401020004,249604507010854,2008,72,97,92,150,4,2,2008,1,2.6,1.1,1.5,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177393020004,249604507010854,2008,72,97,92,270,1,2,2008,1,0.0,0.0,0.0,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177396020004,249604507010854,2008,72,97,92,270,2,2,2008,1,0.0,0.8,0.7,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177399020004,249604507010854,2008,72,97,92,270,3,2,2008,1,6.3,2.0,1.1,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177402020004,249604507010854,2008,72,97,92,270,4,2,2008,1,1.0,0.3,0.1,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218176720020004,249604493010854,2008,72,97,93,30,1,2,2008,1,1.6,1.3,0.7,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176723020004,249604493010854,2008,72,97,93,30,2,2,2008,1,1.1,1.3,0.5,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176726020004,249604493010854,2008,72,97,93,30,3,2,2008,1,1.1,0.9,2.7,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176729020004,249604493010854,2008,72,97,93,30,4,2,2008,1,0.2,0.0,3.2,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176721020004,249604493010854,2008,72,97,93,150,1,2,2008,1,0.8,2.0,2.0,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176724020004,249604493010854,2008,72,97,93,150,2,2,2008,1,2.3,2.2,1.4,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176727020004,249604493010854,2008,72,97,93,150,3,2,2008,1,0.3,0.5,0.6,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176730020004,249604493010854,2008,72,97,93,150,4,2,2008,1,0.3,0.4,0.5,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176722020004,249604493010854,2008,72,97,93,270,1,2,2008,1,0.7,1.7,0.5,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176725020004,249604493010854,2008,72,97,93,270,2,2,2008,1,4.8,1.6,3.1,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176728020004,249604493010854,2008,72,97,93,270,3,2,2008,1,0.4,0.8,1.9,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176731020004,249604493010854,2008,72,97,93,270,4,2,2008,1,0.2,0.8,0.8,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176648020004,249604484010854,2008,72,97,100,30,1,2,2008,1,0.0,0.0,0.0,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176651020004,249604484010854,2008,72,97,100,30,2,2,2008,1,0.9,0.0,1.0,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176654020004,249604484010854,2008,72,97,100,30,3,2,2008,1,0.3,1.5,0.1,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176657020004,249604484010854,2008,72,97,100,30,4,2,2008,1,0.3,1.3,6.8,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176649020004,249604484010854,2008,72,97,100,150,1,2,2008,1,0.4,1.4,4.0,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176652020004,249604484010854,2008,72,97,100,150,2,2,2008,1,0.2,0.0,0.0,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176655020004,249604484010854,2008,72,97,100,150,3,2,2008,1,1.0,0.4,0.1,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176658020004,249604484010854,2008,72,97,100,150,4,2,2008,1,0.2,2.1,6.6,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176650020004,249604484010854,2008,72,97,100,270,1,2,2008,1,0.1,1.6,0.2,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176653020004,249604484010854,2008,72,97,100,270,2,2,2008,1,0.1,0.7,0.1,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176656020004,249604484010854,2008,72,97,100,270,3,2,2008,1,,,0.0,2013-10-21 14:55:39,2014-09-22 08:58:58,2,0,,0,,1,,
218176659020004,249604484010854,2008,72,97,100,270,4,2,2008,1,0.1,1.6,3.7,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218177331020004,249604501010854,2008,72,97,128,30,1,2,2008,1,0.9,1.3,0.2,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177334020004,249604501010854,2008,72,97,128,30,2,2,2008,1,0.0,0.0,0.0,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177337020004,249604501010854,2008,72,97,128,30,3,2,2008,1,0.0,0.1,0.2,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177340020004,249604501010854,2008,72,97,128,30,4,2,2008,1,5.1,2.6,0.7,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177332020004,249604501010854,2008,72,97,128,150,1,2,2008,1,1.2,1.5,0.2,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177335020004,249604501010854,2008,72,97,128,150,2,2,2008,1,0.0,0.7,0.1,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177338020004,249604501010854,2008,72,97,128,150,3,2,2008,1,3.1,0.9,2.2,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177341020004,249604501010854,2008,72,97,128,150,4,2,2008,1,0.4,1.2,0.8,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177333020004,249604501010854,2008,72,97,128,270,1,2,2008,1,1.6,1.3,0.3,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177336020004,249604501010854,2008,72,97,128,270,2,2,2008,1,0.0,0.0,0.0,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177339020004,249604501010854,2008,72,97,128,270,3,2,2008,1,5.5,2.8,0.8,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177342020004,249604501010854,2008,72,97,128,270,4,2,2008,1,0.0,0.1,0.7,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177463020004,249604513010854,2008,72,97,129,30,1,2,2008,1,2.0,0.1,2.6,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177466020004,249604513010854,2008,72,97,129,30,2,2,2008,1,1.2,0.4,0.3,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177469020004,249604513010854,2008,72,97,129,30,3,2,2008,1,0.7,0.4,0.7,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177472020004,249604513010854,2008,72,97,129,30,4,2,2008,1,0.6,0.4,1.1,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177464020004,249604513010854,2008,72,97,129,150,1,2,2008,1,2.4,0.6,1.0,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177467020004,249604513010854,2008,72,97,129,150,2,2,2008,1,0.6,0.1,0.3,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177470020004,249604513010854,2008,72,97,129,150,3,2,2008,1,0.2,0.4,0.1,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177473020004,249604513010854,2008,72,97,129,150,4,2,2008,1,0.0,0.7,1.0,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177465020004,249604513010854,2008,72,97,129,270,1,2,2008,1,0.7,0.1,0.4,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177468020004,249604513010854,2008,72,97,129,270,2,2,2008,1,0.6,0.1,1.6,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177471020004,249604513010854,2008,72,97,129,270,3,2,2008,1,1.6,0.4,1.5,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177474020004,249604513010854,2008,72,97,129,270,4,2,2008,1,0.0,0.0,0.0,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177415020004,249604509010854,2008,72,97,134,30,1,2,2008,1,0.0,1.1,3.6,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177418020004,249604509010854,2008,72,97,134,30,2,2,2008,1,0.0,1.0,0.1,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177421020004,249604509010854,2008,72,97,134,30,3,2,2008,1,0.1,0.9,0.1,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177424020004,249604509010854,2008,72,97,134,30,4,2,2008,1,0.1,0.0,0.0,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177416020004,249604509010854,2008,72,97,134,150,1,2,2008,1,0.4,1.0,0.1,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177419020004,249604509010854,2008,72,97,134,150,2,2,2008,1,0.0,1.0,0.1,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177422020004,249604509010854,2008,72,97,134,150,3,2,2008,1,0.0,1.0,0.1,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177425020004,249604509010854,2008,72,97,134,150,4,2,2008,1,0.2,0.4,0.0,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177417020004,249604509010854,2008,72,97,134,270,1,2,2008,1,0.8,0.6,0.8,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177420020004,249604509010854,2008,72,97,134,270,2,2,2008,1,0.0,0.8,0.1,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177423020004,249604509010854,2008,72,97,134,270,3,2,2008,1,0.1,1.1,0.1,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177426020004,249604509010854,2008,72,97,134,270,4,2,2008,1,0.2,0.4,1.2,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218176708020004,249604492010854,2008,72,97,157,30,1,2,2008,1,12.0,0.8,1.3,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176711020004,249604492010854,2008,72,97,157,30,2,2,2008,1,0.9,1.6,0.4,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176714020004,249604492010854,2008,72,97,157,30,3,2,2008,1,3.5,2.4,0.9,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176717020004,249604492010854,2008,72,97,157,30,4,2,2008,1,0.5,0.8,0.1,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176709020004,249604492010854,2008,72,97,157,150,1,2,2008,1,0.8,0.5,0.3,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176712020004,249604492010854,2008,72,97,157,150,2,2,2008,1,0.7,1.7,0.3,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176715020004,249604492010854,2008,72,97,157,150,3,2,2008,1,0.4,0.8,1.0,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176718020004,249604492010854,2008,72,97,157,150,4,2,2008,1,0.2,0.8,2.2,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176710020004,249604492010854,2008,72,97,157,270,1,2,2008,1,1.2,0.6,1.8,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176713020004,249604492010854,2008,72,97,157,270,2,2,2008,1,0.1,0.1,0.3,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176716020004,249604492010854,2008,72,97,157,270,3,2,2008,1,5.9,2.8,0.5,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176719020004,249604492010854,2008,72,97,157,270,4,2,2008,1,0.2,0.1,0.2,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218177355020004,249604503010854,2008,72,97,165,30,1,2,2008,1,1.3,0.9,0.2,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177358020004,249604503010854,2008,72,97,165,30,2,2,2008,1,0.7,1.3,0.4,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177361020004,249604503010854,2008,72,97,165,30,3,2,2008,1,0.0,0.6,0.4,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177364020004,249604503010854,2008,72,97,165,30,4,2,2008,1,0.3,0.8,0.3,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177356020004,249604503010854,2008,72,97,165,150,1,2,2008,1,0.6,0.5,0.4,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177359020004,249604503010854,2008,72,97,165,150,2,2,2008,1,2.9,1.5,0.9,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177362020004,249604503010854,2008,72,97,165,150,3,2,2008,1,0.7,1.3,3.4,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177365020004,249604503010854,2008,72,97,165,150,4,2,2008,1,0.6,0.9,5.9,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177357020004,249604503010854,2008,72,97,165,270,1,2,2008,1,0.0,0.3,0.5,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177360020004,249604503010854,2008,72,97,165,270,2,2,2008,1,0.9,1.4,1.3,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177363020004,249604503010854,2008,72,97,165,270,3,2,2008,1,1.3,1.1,0.2,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177366020004,249604503010854,2008,72,97,165,270,4,2,2008,1,0.5,0.0,0.1,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218176765020004,249604496010854,2008,72,97,167,30,4,2,2008,1,2.8,1.7,1.6,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218176756020004,249604496010854,2008,72,97,167,30,1,2,2008,1,1.0,0.7,0.2,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218176759020004,249604496010854,2008,72,97,167,30,2,2,2008,1,0.1,0.0,0.0,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218176762020004,249604496010854,2008,72,97,167,30,3,2,2008,1,0.0,0.2,2.5,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218176757020004,249604496010854,2008,72,97,167,150,1,2,2008,1,0.0,0.0,0.0,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218176760020004,249604496010854,2008,72,97,167,150,2,2,2008,1,0.2,0.6,0.1,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218176763020004,249604496010854,2008,72,97,167,150,3,2,2008,1,0.5,0.5,0.1,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218176766020004,249604496010854,2008,72,97,167,150,4,2,2008,1,0.6,3.2,3.1,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218176758020004,249604496010854,2008,72,97,167,270,1,2,2008,1,0.1,0.3,0.0,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218176761020004,249604496010854,2008,72,97,167,270,2,2,2008,1,2.4,2.0,1.4,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218176764020004,249604496010854,2008,72,97,167,270,3,2,2008,1,3.1,2.4,1.8,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218176767020004,249604496010854,2008,72,97,167,270,4,2,2008,1,0.7,2.0,2.6,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218176672020004,249604487010854,2008,72,97,179,30,1,2,2008,1,4.1,1.7,2.8,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176675020004,249604487010854,2008,72,97,179,30,2,2,2008,1,0.1,1.0,0.1,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176678020004,249604487010854,2008,72,97,179,30,3,2,2008,1,1.4,1.4,0.1,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176681020004,249604487010854,2008,72,97,179,30,4,2,2008,1,1.1,1.3,1.9,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176673020004,249604487010854,2008,72,97,179,150,1,2,2008,1,0.2,0.6,0.1,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176676020004,249604487010854,2008,72,97,179,150,2,2,2008,1,0.1,0.8,2.8,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176679020004,249604487010854,2008,72,97,179,150,3,2,2008,1,0.0,0.8,0.4,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176682020004,249604487010854,2008,72,97,179,150,4,2,2008,1,0.8,0.1,0.0,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176674020004,249604487010854,2008,72,97,179,270,1,2,2008,1,1.3,1.1,0.4,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176677020004,249604487010854,2008,72,97,179,270,2,2,2008,1,1.7,0.3,1.0,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176680020004,249604487010854,2008,72,97,179,270,3,2,2008,1,0.3,0.2,0.0,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218176683020004,249604487010854,2008,72,97,179,270,4,2,2008,1,0.4,1.6,1.0,2013-10-21 14:55:39,2014-09-22 08:58:58,2,1,,1,,1,,
218177343020004,249604502010854,2008,72,97,185,30,1,2,2008,1,1.3,1.8,0.3,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177346020004,249604502010854,2008,72,97,185,30,2,2,2008,1,11.0,1.9,9.2,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177349020004,249604502010854,2008,72,97,185,30,3,2,2008,1,0.8,0.0,0.1,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177352020004,249604502010854,2008,72,97,185,30,4,2,2008,1,0.4,1.8,0.2,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177344020004,249604502010854,2008,72,97,185,150,1,2,2008,1,0.0,0.1,0.0,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177347020004,249604502010854,2008,72,97,185,150,2,2,2008,1,0.0,0.0,0.8,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177350020004,249604502010854,2008,72,97,185,150,3,2,2008,1,2.5,2.0,0.5,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177353020004,249604502010854,2008,72,97,185,150,4,2,2008,1,0.4,2.4,0.2,2013-10-21 14:55:40,2014-09-22 08:58:58,2,1,,1,,1,,
218177345020004,249604502010854,2008,72,97,185,270,1,2,2008,1,,,,2013-10-21 14:55:40,2014-09-22 08:58:58,2,0,,0,,0,,
