CN,STATECD,SUBP,SUBPTYP,PLT_CN,CONDID,PREV_PLT_CN,PREVCOND,SUBPTYP_PROP_CHNG,CREATED_DATE,MODIFIED_DATE
1737566212290487,72,3,2,548974574126144,1,219013579020004,1,1.0,2024-12-18 10:41:58,
1737566213290487,72,4,2,548974574126144,1,219013579020004,1,1.0,2024-12-18 10:41:58,
1737566190290487,72,1,1,548974575126144,1,219013580020004,1,1.0,2024-12-18 10:41:58,
1737566191290487,72,2,1,548974575126144,1,219013580020004,1,1.0,2024-12-18 10:41:58,
1737566192290487,72,3,1,548974575126144,1,219013580020004,1,1.0,2024-12-18 10:41:58,
1737566193290487,72,4,1,548974575126144,1,219013580020004,1,1.0,2024-12-18 10:41:58,
1737566194290487,72,1,2,548974575126144,1,219013580020004,1,1.0,2024-12-18 10:41:58,
1737566195290487,72,2,2,548974575126144,1,219013580020004,1,1.0,2024-12-18 10:41:58,
1737566196290487,72,3,2,548974575126144,1,219013580020004,1,1.0,2024-12-18 10:41:58,
1737566197290487,72,4,2,548974575126144,1,219013580020004,1,1.0,2024-12-18 10:41:58,
1737566182290487,72,1,1,548974576126144,1,219013581020004,1,1.0,2024-12-18 10:41:58,
1737566183290487,72,2,1,548974576126144,1,219013581020004,1,1.0,2024-12-18 10:41:58,
1737566184290487,72,3,1,548974576126144,1,219013581020004,1,1.0,2024-12-18 10:41:58,
1737566185290487,72,4,1,548974576126144,1,219013581020004,1,1.0,2024-12-18 10:41:58,
1737566186290487,72,1,2,548974576126144,1,219013581020004,1,1.0,2024-12-18 10:41:58,
1737566187290487,72,2,2,548974576126144,1,219013581020004,1,1.0,2024-12-18 10:41:58,
1737566188290487,72,3,2,548974576126144,1,219013581020004,1,1.0,2024-12-18 10:41:58,
1737566189290487,72,4,2,548974576126144,1,219013581020004,1,1.0,2024-12-18 10:41:58,
1737565894290487,72,1,1,548974577126144,1,219013582020004,1,1.0,2024-12-18 10:41:58,
1737565895290487,72,2,1,548974577126144,1,219013582020004,1,1.0,2024-12-18 10:41:58,
1737565896290487,72,3,1,548974577126144,1,219013582020004,1,1.0,2024-12-18 10:41:58,
1737565897290487,72,4,1,548974577126144,1,219013582020004,1,1.0,2024-12-18 10:41:58,
1737565898290487,72,1,2,548974577126144,1,219013582020004,1,1.0,2024-12-18 10:41:58,
1737565899290487,72,2,2,548974577126144,1,219013582020004,1,1.0,2024-12-18 10:41:58,
1737565900290487,72,3,2,548974577126144,1,219013582020004,1,1.0,2024-12-18 10:41:58,
1737565901290487,72,4,2,548974577126144,1,219013582020004,1,1.0,2024-12-18 10:41:58,
1737565903290487,72,2,1,548974578126144,1,219013583020004,1,1.0,2024-12-18 10:41:58,
1737565904290487,72,3,1,548974578126144,1,219013583020004,1,1.0,2024-12-18 10:41:58,
1737567639290487,72,1,2,548974920126144,1,219013933020004,1,1.0,2024-12-18 10:42:05,
1737567640290487,72,2,2,548974920126144,1,219013933020004,1,1.0,2024-12-18 10:42:05,
1737567641290487,72,3,2,548974920126144,1,219013933020004,1,1.0,2024-12-18 10:42:05,
1737567642290487,72,4,2,548974920126144,1,219013933020004,1,1.0,2024-12-18 10:42:05,
1737567627290487,72,1,1,548974921126144,1,219013934020004,1,1.0,2024-12-18 10:42:05,
1737567628290487,72,2,1,548974921126144,1,219013934020004,1,1.0,2024-12-18 10:42:05,
1737567629290487,72,3,1,548974921126144,1,219013934020004,1,1.0,2024-12-18 10:42:05,
1737567630290487,72,4,1,548974921126144,1,219013934020004,1,1.0,2024-12-18 10:42:05,
1737567631290487,72,1,2,548974921126144,1,219013934020004,1,1.0,2024-12-18 10:42:05,
1737567632290487,72,2,2,548974921126144,1,219013934020004,1,1.0,2024-12-18 10:42:05,
1737567633290487,72,3,2,548974921126144,1,219013934020004,1,1.0,2024-12-18 10:42:05,
1737567634290487,72,4,2,548974921126144,1,219013934020004,1,1.0,2024-12-18 10:42:05,
1737567619290487,72,1,1,548974922126144,1,219013935020004,1,1.0,2024-12-18 10:42:05,
1737567620290487,72,2,1,548974922126144,1,219013935020004,1,1.0,2024-12-18 10:42:05,
1737567621290487,72,3,1,548974922126144,1,219013935020004,1,1.0,2024-12-18 10:42:05,
1737567622290487,72,4,1,548974922126144,1,219013935020004,1,1.0,2024-12-18 10:42:05,
1737563254290487,72,1,1,480539989489998,1,197190416020004,1,1.0,2024-12-18 10:36:23,
1737563255290487,72,2,1,480539989489998,1,197190416020004,1,1.0,2024-12-18 10:36:23,
1737563256290487,72,3,1,480539989489998,1,197190416020004,1,1.0,2024-12-18 10:36:23,
1737563257290487,72,4,1,480539989489998,1,197190416020004,1,1.0,2024-12-18 10:36:23,
1737563258290487,72,1,2,480539989489998,1,197190416020004,1,1.0,2024-12-18 10:36:23,
1737563259290487,72,2,2,480539989489998,1,197190416020004,1,1.0,2024-12-18 10:36:23,
1737563260290487,72,3,2,480539989489998,1,197190416020004,1,1.0,2024-12-18 10:36:23,
1737563261290487,72,4,2,480539989489998,1,197190416020004,1,1.0,2024-12-18 10:36:23,
1737562350290487,72,1,1,480539990489998,1,197190437020004,1,1.0,2024-12-18 10:36:22,
1737562351290487,72,2,1,480539990489998,1,197190437020004,1,1.0,2024-12-18 10:36:22,
1737562352290487,72,3,1,480539990489998,1,197190437020004,1,1.0,2024-12-18 10:36:22,
1737562353290487,72,4,1,480539990489998,1,197190437020004,1,1.0,2024-12-18 10:36:22,
1737562354290487,72,1,2,480539990489998,1,197190437020004,1,1.0,2024-12-18 10:36:22,
1737562355290487,72,2,2,480539990489998,1,197190437020004,1,1.0,2024-12-18 10:36:22,
1737562356290487,72,3,2,480539990489998,1,197190437020004,1,1.0,2024-12-18 10:36:22,
1737562357290487,72,4,2,480539990489998,1,197190437020004,1,1.0,2024-12-18 10:36:22,
1737562430290487,72,1,1,480539991489998,1,197190460020004,1,1.0,2024-12-18 10:36:22,
1737562431290487,72,2,1,480539991489998,1,197190460020004,1,1.0,2024-12-18 10:36:22,
1737562432290487,72,3,1,480539991489998,1,197190460020004,1,1.0,2024-12-18 10:36:22,
1737562433290487,72,4,1,480539991489998,1,197190460020004,1,1.0,2024-12-18 10:36:22,
1737562434290487,72,1,2,480539991489998,1,197190460020004,1,1.0,2024-12-18 10:36:22,
1737562435290487,72,2,2,480539991489998,1,197190460020004,1,1.0,2024-12-18 10:36:22,
1737562436290487,72,3,2,480539991489998,1,197190460020004,1,1.0,2024-12-18 10:36:22,
1737562437290487,72,4,2,480539991489998,1,197190460020004,1,1.0,2024-12-18 10:36:22,
1737562214290487,72,1,1,480539992489998,1,197190481020004,1,1.0,2024-12-18 10:36:22,
1737562215290487,72,2,1,480539992489998,1,197190481020004,1,1.0,2024-12-18 10:36:22,
1737562216290487,72,3,1,480539992489998,1,197190481020004,1,1.0,2024-12-18 10:36:22,
1737562217290487,72,4,1,480539992489998,1,197190481020004,1,1.0,2024-12-18 10:36:22,
1737562218290487,72,1,2,480539992489998,1,197190481020004,1,1.0,2024-12-18 10:36:22,
1737562219290487,72,2,2,480539992489998,1,197190481020004,1,1.0,2024-12-18 10:36:22,
1737562220290487,72,3,2,480539992489998,1,197190481020004,1,1.0,2024-12-18 10:36:22,
1737562221290487,72,4,2,480539992489998,1,197190481020004,1,1.0,2024-12-18 10:36:22,
1737562206290487,72,1,1,480539993489998,1,197190501020004,2,0.179,2024-12-18 10:36:22,
1737562207290487,72,2,1,480539993489998,1,197190501020004,1,1.0,2024-12-18 10:36:22,
1737562208290487,72,3,1,480539993489998,1,197190501020004,1,1.0,2024-12-18 10:36:22,
1737562209290487,72,4,1,480539993489998,1,197190501020004,1,1.0,2024-12-18 10:36:22,
1737562210290487,72,1,2,480539993489998,1,197190501020004,1,1.0,2024-12-18 10:36:22,
1737562211290487,72,2,2,480539993489998,1,197190501020004,1,1.0,2024-12-18 10:36:22,
1737562212290487,72,3,2,480539993489998,1,197190501020004,1,1.0,2024-12-18 10:36:22,
1737562213290487,72,4,2,480539993489998,1,197190501020004,1,1.0,2024-12-18 10:36:22,
1737562205290487,72,1,1,480539993489998,1,197190501020004,1,0.821,2024-12-18 10:36:22,
1737562510290487,72,1,1,480539994489998,1,197190519020004,1,1.0,2024-12-18 10:36:22,
1737562511290487,72,2,1,480539994489998,1,197190519020004,1,1.0,2024-12-18 10:36:22,
1737562512290487,72,3,1,480539994489998,1,197190519020004,1,1.0,2024-12-18 10:36:22,
1737562513290487,72,4,1,480539994489998,1,197190519020004,1,1.0,2024-12-18 10:36:22,
1737562514290487,72,1,2,480539994489998,1,197190519020004,1,1.0,2024-12-18 10:36:22,
1737562515290487,72,2,2,480539994489998,1,197190519020004,1,1.0,2024-12-18 10:36:22,
1737562516290487,72,3,2,480539994489998,1,197190519020004,1,1.0,2024-12-18 10:36:22,
1737562517290487,72,4,2,480539994489998,1,197190519020004,1,1.0,2024-12-18 10:36:22,
1737562550290487,72,1,1,480539995489998,1,197190532020004,1,1.0,2024-12-18 10:36:23,
1737562551290487,72,2,1,480539995489998,1,197190532020004,1,1.0,2024-12-18 10:36:23,
1737562552290487,72,3,1,480539995489998,1,197190532020004,1,1.0,2024-12-18 10:36:23,
1737562553290487,72,4,1,480539995489998,1,197190532020004,1,1.0,2024-12-18 10:36:23,
1737562554290487,72,1,2,480539995489998,1,197190532020004,1,1.0,2024-12-18 10:36:23,
1737562555290487,72,2,2,480539995489998,1,197190532020004,1,1.0,2024-12-18 10:36:23,
1737562556290487,72,3,2,480539995489998,1,197190532020004,1,1.0,2024-12-18 10:36:23,
1737562557290487,72,4,2,480539995489998,1,197190532020004,1,1.0,2024-12-18 10:36:23,
1737563384290487,72,3,1,480539996489998,1,197190542020004,1,1.0,2024-12-18 10:36:23,
1737563385290487,72,4,1,480539996489998,1,197190542020004,1,1.0,2024-12-18 10:36:23,
1737563386290487,72,1,2,480539996489998,1,197190542020004,1,1.0,2024-12-18 10:36:23,
1737563387290487,72,2,2,480539996489998,1,197190542020004,1,1.0,2024-12-18 10:36:23,
1737563388290487,72,3,2,480539996489998,1,197190542020004,1,1.0,2024-12-18 10:36:23,
1737563389290487,72,4,2,480539996489998,1,197190542020004,1,1.0,2024-12-18 10:36:23,
1737563382290487,72,1,1,480539996489998,1,197190542020004,1,1.0,2024-12-18 10:36:23,
1737563383290487,72,2,1,480539996489998,1,197190542020004,1,1.0,2024-12-18 10:36:23,
1737563268290487,72,3,2,480539997489998,1,197190422020004,1,1.0,2024-12-18 10:36:23,
1737563269290487,72,4,2,480539997489998,1,197190422020004,1,1.0,2024-12-18 10:36:23,
1737563263290487,72,2,1,480539997489998,1,197190422020004,1,1.0,2024-12-18 10:36:23,
1737563262290487,72,1,1,480539997489998,1,197190422020004,1,1.0,2024-12-18 10:36:23,
1737563264290487,72,3,1,480539997489998,1,197190422020004,1,1.0,2024-12-18 10:36:23,
1737563265290487,72,4,1,480539997489998,1,197190422020004,1,1.0,2024-12-18 10:36:23,
1737563266290487,72,1,2,480539997489998,1,197190422020004,1,1.0,2024-12-18 10:36:23,
1737563267290487,72,2,2,480539997489998,1,197190422020004,1,1.0,2024-12-18 10:36:23,
1737562393290487,72,4,1,480539998489998,1,197190444020004,1,1.0,2024-12-18 10:36:22,
1737562394290487,72,1,2,480539998489998,1,197190444020004,1,1.0,2024-12-18 10:36:22,
1737562395290487,72,2,2,480539998489998,1,197190444020004,1,1.0,2024-12-18 10:36:22,
1737562396290487,72,3,2,480539998489998,1,197190444020004,1,1.0,2024-12-18 10:36:22,
1737562397290487,72,4,2,480539998489998,1,197190444020004,1,1.0,2024-12-18 10:36:22,
1737562390290487,72,1,1,480539998489998,1,197190444020004,1,1.0,2024-12-18 10:36:22,
1737562391290487,72,2,1,480539998489998,1,197190444020004,1,1.0,2024-12-18 10:36:22,
1737562392290487,72,3,1,480539998489998,1,197190444020004,1,1.0,2024-12-18 10:36:22,
1737562222290487,72,1,1,480539999489998,1,197190467020004,1,1.0,2024-12-18 10:36:22,
1737562223290487,72,2,1,480539999489998,1,197190467020004,1,1.0,2024-12-18 10:36:22,
1737562224290487,72,3,1,480539999489998,1,197190467020004,1,1.0,2024-12-18 10:36:22,
1737562225290487,72,4,1,480539999489998,1,197190467020004,1,1.0,2024-12-18 10:36:22,
1737562226290487,72,1,2,480539999489998,1,197190467020004,1,1.0,2024-12-18 10:36:22,
1737562227290487,72,2,2,480539999489998,1,197190467020004,1,1.0,2024-12-18 10:36:22,
1737562228290487,72,3,2,480539999489998,1,197190467020004,1,1.0,2024-12-18 10:36:22,
1737562229290487,72,4,2,480539999489998,1,197190467020004,1,1.0,2024-12-18 10:36:22,
1737562197290487,72,1,1,480540000489998,1,197190488020004,1,1.0,2024-12-18 10:36:21,
1737562198290487,72,2,1,480540000489998,1,197190488020004,1,1.0,2024-12-18 10:36:21,
1737562199290487,72,3,1,480540000489998,1,197190488020004,1,1.0,2024-12-18 10:36:21,
1737562200290487,72,4,1,480540000489998,1,197190488020004,1,1.0,2024-12-18 10:36:21,
1737562201290487,72,1,2,480540000489998,1,197190488020004,1,1.0,2024-12-18 10:36:21,
1737562202290487,72,2,2,480540000489998,1,197190488020004,1,1.0,2024-12-18 10:36:21,
1737562203290487,72,3,2,480540000489998,1,197190488020004,1,1.0,2024-12-18 10:36:21,
1737562204290487,72,4,2,480540000489998,1,197190488020004,1,1.0,2024-12-18 10:36:21,
1737562133290487,72,1,1,480540001489998,1,197190508020004,1,1.0,2024-12-18 10:36:21,
1737562134290487,72,2,1,480540001489998,1,197190508020004,1,1.0,2024-12-18 10:36:21,
1737562135290487,72,3,1,480540001489998,1,197190508020004,1,1.0,2024-12-18 10:36:21,
1737562136290487,72,4,1,480540001489998,1,197190508020004,1,1.0,2024-12-18 10:36:21,
1737562137290487,72,1,2,480540001489998,1,197190508020004,1,1.0,2024-12-18 10:36:21,
1737562138290487,72,2,2,480540001489998,1,197190508020004,1,1.0,2024-12-18 10:36:21,
1737562139290487,72,3,2,480540001489998,1,197190508020004,1,1.0,2024-12-18 10:36:21,
1737562140290487,72,4,2,480540001489998,1,197190508020004,1,1.0,2024-12-18 10:36:21,
1737562526290487,72,1,1,480540002489998,1,197190523020004,1,1.0,2024-12-18 10:36:22,
1737562527290487,72,2,1,480540002489998,1,197190523020004,1,1.0,2024-12-18 10:36:22,
1737562528290487,72,3,1,480540002489998,1,197190523020004,1,1.0,2024-12-18 10:36:22,
1737562529290487,72,4,1,480540002489998,1,197190523020004,1,1.0,2024-12-18 10:36:22,
1737562530290487,72,1,2,480540002489998,1,197190523020004,1,1.0,2024-12-18 10:36:22,
1737562531290487,72,2,2,480540002489998,1,197190523020004,1,1.0,2024-12-18 10:36:22,
1737562532290487,72,3,2,480540002489998,1,197190523020004,1,1.0,2024-12-18 10:36:22,
1737562533290487,72,4,2,480540002489998,1,197190523020004,1,1.0,2024-12-18 10:36:22,
1737562558290487,72,1,1,480540003489998,1,197190536020004,1,1.0,2024-12-18 10:36:23,
1737562559290487,72,2,1,480540003489998,1,197190536020004,1,1.0,2024-12-18 10:36:23,
1737562560290487,72,3,1,480540003489998,1,197190536020004,1,1.0,2024-12-18 10:36:23,
1737562561290487,72,4,1,480540003489998,1,197190536020004,1,1.0,2024-12-18 10:36:23,
1737562562290487,72,1,2,480540003489998,1,197190536020004,1,1.0,2024-12-18 10:36:23,
1737562563290487,72,2,2,480540003489998,1,197190536020004,1,1.0,2024-12-18 10:36:23,
1737562564290487,72,3,2,480540003489998,1,197190536020004,1,1.0,2024-12-18 10:36:23,
1737562565290487,72,4,2,480540003489998,1,197190536020004,1,1.0,2024-12-18 10:36:23,
1737563238290487,72,1,1,480540004489998,1,197190409020004,1,1.0,2024-12-18 10:36:23,
1737563239290487,72,2,1,480540004489998,1,197190409020004,1,1.0,2024-12-18 10:36:23,
1737563240290487,72,3,1,480540004489998,1,197190409020004,1,1.0,2024-12-18 10:36:23,
1737563241290487,72,4,1,480540004489998,1,197190409020004,1,1.0,2024-12-18 10:36:23,
1737563242290487,72,1,2,480540004489998,1,197190409020004,1,1.0,2024-12-18 10:36:23,
1737563243290487,72,2,2,480540004489998,1,197190409020004,1,1.0,2024-12-18 10:36:23,
1737563244290487,72,3,2,480540004489998,1,197190409020004,1,1.0,2024-12-18 10:36:23,
1737563245290487,72,4,2,480540004489998,1,197190409020004,1,1.0,2024-12-18 10:36:23,
1737562302290487,72,1,1,480540005489998,1,197190429020004,1,1.0,2024-12-18 10:36:22,
1737562303290487,72,2,1,480540005489998,1,197190429020004,1,1.0,2024-12-18 10:36:22,
1737562304290487,72,3,1,480540005489998,1,197190429020004,1,1.0,2024-12-18 10:36:22,
1737562305290487,72,4,1,480540005489998,1,197190429020004,1,1.0,2024-12-18 10:36:22,
1737562306290487,72,1,2,480540005489998,1,197190429020004,1,1.0,2024-12-18 10:36:22,
1737562307290487,72,2,2,480540005489998,1,197190429020004,1,1.0,2024-12-18 10:36:22,
1737562308290487,72,3,2,480540005489998,1,197190429020004,1,1.0,2024-12-18 10:36:22,
1737562309290487,72,4,2,480540005489998,1,197190429020004,1,1.0,2024-12-18 10:36:22,
1737562230290487,72,1,1,480540006489998,1,197190452020004,1,1.0,2024-12-18 10:36:22,
1737562231290487,72,2,1,480540006489998,1,197190452020004,1,1.0,2024-12-18 10:36:22,
1737562232290487,72,3,1,480540006489998,1,197190452020004,1,1.0,2024-12-18 10:36:22,
1737562233290487,72,4,1,480540006489998,1,197190452020004,1,1.0,2024-12-18 10:36:22,
1737562234290487,72,1,2,480540006489998,1,197190452020004,1,1.0,2024-12-18 10:36:22,
1737562235290487,72,2,2,480540006489998,1,197190452020004,1,1.0,2024-12-18 10:36:22,
1737562236290487,72,3,2,480540006489998,1,197190452020004,1,1.0,2024-12-18 10:36:22,
1737562237290487,72,4,2,480540006489998,1,197190452020004,1,1.0,2024-12-18 10:36:22,
1737566670290487,72,1,1,548974671126144,1,219013679020004,1,1.0,2024-12-18 10:41:58,
1737566671290487,72,2,1,548974671126144,1,219013679020004,1,1.0,2024-12-18 10:41:58,
1737566672290487,72,3,1,548974671126144,1,219013679020004,1,1.0,2024-12-18 10:41:58,
1737566673290487,72,4,1,548974671126144,1,219013679020004,1,1.0,2024-12-18 10:41:58,
1737566674290487,72,1,2,548974671126144,1,219013679020004,1,1.0,2024-12-18 10:41:58,
1737566675290487,72,2,2,548974671126144,1,219013679020004,1,1.0,2024-12-18 10:41:58,
1737566676290487,72,3,2,548974671126144,1,219013679020004,1,1.0,2024-12-18 10:41:58,
1737566677290487,72,4,2,548974671126144,1,219013679020004,1,1.0,2024-12-18 10:41:58,
1737566654290487,72,1,1,548974673126144,1,219013681020004,1,1.0,2024-12-18 10:41:58,
1737566655290487,72,2,1,548974673126144,1,219013681020004,1,1.0,2024-12-18 10:41:58,
1737562322290487,72,1,2,480540077489998,1,197190433020004,1,1.0,2024-12-18 10:36:22,
1737562323290487,72,2,2,480540077489998,1,197190433020004,1,1.0,2024-12-18 10:36:22,
1737562324290487,72,3,2,480540077489998,1,197190433020004,1,1.0,2024-12-18 10:36:22,
1737562325290487,72,4,2,480540077489998,1,197190433020004,1,1.0,2024-12-18 10:36:22,
1737562422290487,72,1,1,480540078489998,1,197190456020004,1,1.0,2024-12-18 10:36:22,
1737562423290487,72,2,1,480540078489998,1,197190456020004,1,1.0,2024-12-18 10:36:22,
1737562424290487,72,3,1,480540078489998,1,197190456020004,1,1.0,2024-12-18 10:36:22,
1737562425290487,72,4,1,480540078489998,1,197190456020004,1,1.0,2024-12-18 10:36:22,
1737562426290487,72,1,2,480540078489998,1,197190456020004,1,1.0,2024-12-18 10:36:22,
1737562427290487,72,2,2,480540078489998,1,197190456020004,1,1.0,2024-12-18 10:36:22,
1737562428290487,72,3,2,480540078489998,1,197190456020004,1,1.0,2024-12-18 10:36:22,
1737562429290487,72,4,2,480540078489998,1,197190456020004,1,1.0,2024-12-18 10:36:22,
1737563014290487,72,1,1,480540079489998,1,197190564020004,1,1.0,2024-12-18 10:36:23,
1737563015290487,72,2,1,480540079489998,1,197190564020004,1,1.0,2024-12-18 10:36:23,
1737563016290487,72,3,1,480540079489998,1,197190564020004,1,1.0,2024-12-18 10:36:23,
1737563017290487,72,4,1,480540079489998,1,197190564020004,1,1.0,2024-12-18 10:36:23,
1737563018290487,72,1,2,480540079489998,1,197190564020004,1,1.0,2024-12-18 10:36:23,
1737563019290487,72,2,2,480540079489998,1,197190564020004,1,1.0,2024-12-18 10:36:23,
1737563020290487,72,3,2,480540079489998,1,197190564020004,1,1.0,2024-12-18 10:36:23,
1737563021290487,72,4,2,480540079489998,1,197190564020004,1,1.0,2024-12-18 10:36:23,
1737563102290487,72,1,1,480540080489998,1,197190498020004,1,1.0,2024-12-18 10:36:23,
1737563103290487,72,2,1,480540080489998,1,197190498020004,1,1.0,2024-12-18 10:36:23,
1737563104290487,72,3,1,480540080489998,1,197190498020004,1,1.0,2024-12-18 10:36:23,
1737563105290487,72,4,1,480540080489998,1,197190498020004,1,1.0,2024-12-18 10:36:23,
1737563106290487,72,1,2,480540080489998,1,197190498020004,1,1.0,2024-12-18 10:36:23,
1737563107290487,72,2,2,480540080489998,1,197190498020004,1,1.0,2024-12-18 10:36:23,
1737563108290487,72,3,2,480540080489998,1,197190498020004,1,1.0,2024-12-18 10:36:23,
1737563109290487,72,4,2,480540080489998,1,197190498020004,1,1.0,2024-12-18 10:36:23,
1737563222290487,72,1,1,480540081489998,1,197190392020004,1,1.0,2024-12-18 10:36:23,
1737563223290487,72,2,1,480540081489998,1,197190392020004,1,1.0,2024-12-18 10:36:23,
1737563224290487,72,3,1,480540081489998,1,197190392020004,1,1.0,2024-12-18 10:36:23,
1737563225290487,72,4,1,480540081489998,1,197190392020004,1,1.0,2024-12-18 10:36:23,
1737563226290487,72,1,2,480540081489998,1,197190392020004,1,1.0,2024-12-18 10:36:23,
1737563227290487,72,2,2,480540081489998,1,197190392020004,1,1.0,2024-12-18 10:36:23,
1737563228290487,72,3,2,480540081489998,1,197190392020004,1,1.0,2024-12-18 10:36:23,
1737563229290487,72,4,2,480540081489998,1,197190392020004,1,1.0,2024-12-18 10:36:23,
1737562742290487,72,1,1,480540082489998,1,197190400020004,1,1.0,2024-12-18 10:36:23,
1737562743290487,72,2,1,480540082489998,1,197190400020004,1,1.0,2024-12-18 10:36:23,
1737562744290487,72,3,1,480540082489998,1,197190400020004,1,1.0,2024-12-18 10:36:23,
1737562745290487,72,4,1,480540082489998,1,197190400020004,1,1.0,2024-12-18 10:36:23,
1737562746290487,72,1,2,480540082489998,1,197190400020004,1,1.0,2024-12-18 10:36:23,
1737562747290487,72,2,2,480540082489998,1,197190400020004,1,1.0,2024-12-18 10:36:23,
1737562748290487,72,3,2,480540082489998,1,197190400020004,1,1.0,2024-12-18 10:36:23,
1737562749290487,72,4,2,480540082489998,1,197190400020004,1,1.0,2024-12-18 10:36:23,
1737562870290487,72,1,1,480540083489998,1,197190418020004,1,1.0,2024-12-18 10:36:23,
1737562871290487,72,2,1,480540083489998,1,197190418020004,1,1.0,2024-12-18 10:36:23,
1737562872290487,72,3,1,480540083489998,1,197190418020004,1,1.0,2024-12-18 10:36:23,
1737562873290487,72,4,1,480540083489998,1,197190418020004,1,1.0,2024-12-18 10:36:23,
1737562874290487,72,1,2,480540083489998,1,197190418020004,1,1.0,2024-12-18 10:36:23,
1737562875290487,72,2,2,480540083489998,1,197190418020004,1,1.0,2024-12-18 10:36:23,
1737562876290487,72,3,2,480540083489998,1,197190418020004,1,1.0,2024-12-18 10:36:23,
1737562877290487,72,4,2,480540083489998,1,197190418020004,1,1.0,2024-12-18 10:36:23,
1737562366290487,72,1,1,480540084489998,1,197190440020004,1,1.0,2024-12-18 10:36:22,
1737562367290487,72,2,1,480540084489998,1,197190440020004,1,1.0,2024-12-18 10:36:22,
1737562368290487,72,3,1,480540084489998,1,197190440020004,1,1.0,2024-12-18 10:36:22,
1737562369290487,72,4,1,480540084489998,1,197190440020004,1,1.0,2024-12-18 10:36:22,
1737568629290487,72,3,1,548974752126144,1,219013762020004,1,1.0,2024-12-18 10:42:05,
1737568630290487,72,4,1,548974752126144,1,219013762020004,1,1.0,2024-12-18 10:42:05,
1737568631290487,72,1,2,548974752126144,1,219013762020004,1,1.0,2024-12-18 10:42:05,
1737568632290487,72,2,2,548974752126144,1,219013762020004,1,1.0,2024-12-18 10:42:05,
1737568633290487,72,3,2,548974752126144,1,219013762020004,1,1.0,2024-12-18 10:42:05,
1737568634290487,72,4,2,548974752126144,1,219013762020004,1,1.0,2024-12-18 10:42:05,
1737568620290487,72,2,1,548974753126144,1,219013763020004,1,1.0,2024-12-18 10:42:05,
1737568621290487,72,3,1,548974753126144,1,219013763020004,1,1.0,2024-12-18 10:42:05,
1737568622290487,72,4,1,548974753126144,1,219013763020004,1,1.0,2024-12-18 10:42:05,
1737568623290487,72,1,2,548974753126144,1,219013763020004,1,1.0,2024-12-18 10:42:05,
1737568624290487,72,2,2,548974753126144,1,219013763020004,1,1.0,2024-12-18 10:42:05,
1737568625290487,72,3,2,548974753126144,1,219013763020004,1,1.0,2024-12-18 10:42:05,
1737568626290487,72,4,2,548974753126144,1,219013763020004,1,1.0,2024-12-18 10:42:05,
1737568619290487,72,1,1,548974753126144,1,219013763020004,1,1.0,2024-12-18 10:42:05,
1737568615290487,72,1,2,548974754126144,1,219013764020004,1,1.0,2024-12-18 10:42:05,
1737568616290487,72,2,2,548974754126144,1,219013764020004,1,1.0,2024-12-18 10:42:05,
1737568617290487,72,3,2,548974754126144,1,219013764020004,1,1.0,2024-12-18 10:42:05,
1737568618290487,72,4,2,548974754126144,1,219013764020004,1,1.0,2024-12-18 10:42:05,
1737568611290487,72,1,1,548974754126144,1,219013764020004,1,1.0,2024-12-18 10:42:05,
1737568612290487,72,2,1,548974754126144,1,219013764020004,1,1.0,2024-12-18 10:42:05,
1737568613290487,72,3,1,548974754126144,1,219013764020004,1,1.0,2024-12-18 10:42:05,
1737568614290487,72,4,1,548974754126144,1,219013764020004,1,1.0,2024-12-18 10:42:05,
1737568603290487,72,1,1,548974755126144,1,219013766020004,1,1.0,2024-12-18 10:42:05,
1737568604290487,72,2,1,548974755126144,1,219013766020004,1,1.0,2024-12-18 10:42:05,
1737568605290487,72,3,1,548974755126144,1,219013766020004,1,1.0,2024-12-18 10:42:05,
1737568606290487,72,4,1,548974755126144,1,219013766020004,1,1.0,2024-12-18 10:42:05,
1737568607290487,72,1,2,548974755126144,1,219013766020004,1,1.0,2024-12-18 10:42:05,
1737568608290487,72,2,2,548974755126144,1,219013766020004,1,1.0,2024-12-18 10:42:05,
1737568609290487,72,3,2,548974755126144,1,219013766020004,1,1.0,2024-12-18 10:42:05,
1737568610290487,72,4,2,548974755126144,1,219013766020004,1,1.0,2024-12-18 10:42:05,
1737568595290487,72,1,1,548974756126144,1,219013767020004,1,1.0,2024-12-18 10:42:05,
1737568596290487,72,2,1,548974756126144,1,219013767020004,1,1.0,2024-12-18 10:42:05,
1737568597290487,72,3,1,548974756126144,1,219013767020004,1,1.0,2024-12-18 10:42:05,
1737568598290487,72,4,1,548974756126144,1,219013767020004,1,1.0,2024-12-18 10:42:05,
1737568599290487,72,1,2,548974756126144,1,219013767020004,1,1.0,2024-12-18 10:42:05,
1737568600290487,72,2,2,548974756126144,1,219013767020004,1,1.0,2024-12-18 10:42:05,
1737568601290487,72,3,2,548974756126144,1,219013767020004,1,1.0,2024-12-18 10:42:05,
1737568602290487,72,4,2,548974756126144,1,219013767020004,1,1.0,2024-12-18 10:42:05,
1737568587290487,72,1,1,548974757126144,1,219013768020004,1,1.0,2024-12-18 10:42:05,
1737568588290487,72,2,1,548974757126144,1,219013768020004,1,1.0,2024-12-18 10:42:05,
1737568589290487,72,3,1,548974757126144,1,219013768020004,1,1.0,2024-12-18 10:42:05,
