CN,ESTN_UNIT_CN,RSCD,EVALID,ESTN_UNIT,STRATUMCD,STRATUM_DESCR,STATECD,P1POINTCNT,P2POINTCNT,EXPNS,ADJ_FACTOR_MACR,ADJ_FACTOR_SUBP,ADJ_FACTOR_MICR,ADJ_FACTOR_CWD,ADJ_FACTOR_FWD_SM,ADJ_FACTOR_FWD_LG,ADJ_FACTOR_DUFF,CREATED_DATE,MODIFIED_DATE,ADJ_FACTOR_PILE,ADJ_FACTOR_REGEN_MICR,ADJ_FACTOR_INV_SUBP,ADJ_FACTOR_P2VEG_SUBP,ADJ_FACTOR_GRNDLYR_MICROQUAD,ADJ_FACTOR_SOIL
708920047290487,809405853290487,33,721907,1,15,NONFOREST AND CENSUS WATER,72,9116013,115,17628.448995603987,0.0,1.0199556541019956,1.0199556541019956,1.0199556541019956,1.0199556541019956,1.0199556541019956,1.0199556541019956,2020-12-09 14:51:15,2020-12-10 05:09:39,1.0199556541019956,,,,,
708920048290487,809405853290487,33,721907,1,3,FOREST,72,4401059,122,8022.401028733946,0.0,1.0526410154789911,1.0517241379310345,1.052196568143021,1.0539956803455723,1.0539956803455723,1.0528586839266452,2020-12-09 14:51:15,2020-12-10 05:09:39,1.052196568143021,,,,,
708920051290487,809405855290487,33,721907,2,3,FOREST,72,99119,13,1695.6120412648866,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-12-09 14:51:15,2020-12-10 05:09:39,1.0,,,,,
708920050290487,809405855290487,33,721907,2,15,NONFOREST AND CENSUS WATER,72,660577,31,4738.868821405048,0.0,1.0163934426229508,1.0163934426229508,1.0163934426229508,1.0163934426229508,1.0163934426229508,1.0163934426229508,2020-12-09 14:51:15,2020-12-10 05:09:39,1.0163934426229508,,,,,
809396227290487,809405856290487,33,721907,3,3,FOREST,72,22121,4,1229.8570651446826,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-12-09 14:51:15,2020-12-10 05:09:39,1.0,,,,,
809396226290487,809405856290487,33,721907,3,15,NONFOREST AND CENSUS WATER,72,463736,8,12891.121467427658,0.0,1.032258064516129,1.032258064516129,1.032258064516129,1.032258064516129,1.032258064516129,1.032258064516129,2020-12-09 14:51:15,2020-12-10 05:09:39,1.032258064516129,,,,,
809768250290487,809768450290487,33,721800,4,34,FOREST,72,60158,27,495.5099449077103,0.0,1.0,1.0,,,,,2020-12-16 06:30:33,2020-12-16 06:30:35,,,,,,
809768249290487,809768450290487,33,721800,4,15,NONFOREST (INCLUDING CENSUS WATER),72,360167,164,488.4080578505599,0.0,1.0,1.0,,,,,2020-12-16 06:30:33,2020-12-16 06:30:35,,,,,,
1670083623290487,1671683925290487,33,722407,999,1,NONFOREST,72,45703,4,2541.0278352521336,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2024-08-26 08:15:19,2025-05-07 14:51:58,1.0,,,,,
705632782126144,705637171126144,33,721901,2,3,FOREST,72,51755,13,885.3640694081276,0.0,1.0,1.0,,,,,2019-10-03 10:19:37,2019-10-03 10:19:38,,,,,,
