TRE_CN,PREV_TRE_CN,PLT_CN,STATECD,THRESHOLD_TYPE,SUBPTYP,SPCD,STATUSCD,DIA,HT,ACTUALHT,CR,STANDING_DEAD_CD,DIAHTCD,CULL,ROUGHCULL,CULLFORM,CULLMSTOP,DECAYCD,TREECLCD,HTDMP,WDLDSTEM,STDORGCD,SITREE,BALIVE,VOLTSGRS,VOLTSGRS_BARK,VOLTSSND,VOLTSSND_BARK,VOLCFGRS_STUMP,VOLCFGRS_STUMP_BARK,VOLCFSND_STUMP,VOLCFSND_STUMP_BARK,VOLCFGRS,VOLCFGRS_BARK,VOLCFGRS_TOP,VOLCFGRS_TOP_BARK,VOLCFSND,VOLCFSND_BARK,VOLCFSND_TOP,VOLCFSND_TOP_BARK,VOLCFNET,VOLCFNET_BARK,VOLCSGRS,VOLCSGRS_BARK,VOLCSSND,VOLCSSND_BARK,VOLCSNET,VOLCSNET_BARK,VOLBFGRS,VOLBFNET,VOLBSGRS,VOLBSNET,DRYBIO_STEM,DRYBIO_STEM_BARK,DRYBIO_STUMP,DRYBIO_STUMP_BARK,DRYBIO_BOLE,DRYBIO_BOLE_BARK,DRYBIO_BRANCH,DRYBIO_FOLIAGE,DRYBIO_AG,DRYBIO_BG,CARBON_AG,CARBON_BG,DRYBIO_SAWLOG,DRYBIO_SAWLOG_BARK,CREATED_DATE,MODIFIED_DATE
1643036796290487,,1237728509290487,72,MICROPLOT,,6871,1,1.0,12,12,30,,1,,,,,,2,,,0,,200.9552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.68313,0.399217,2.224487,0.189628,,,2025-01-16 07:46:13,
1643036809290487,,1237728509290487,72,MICROPLOT,,7061,1,1.0,11,11,,1,,,,,,,,,,0,,173.486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.375023,0.399217,2.078136,0.189628,,,2025-01-16 07:46:13,
1643036813290487,,1237728509290487,72,MICROPLOT,,8701,1,1.0,12,12,35,,1,,,,,,2,,,0,,200.9552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.68313,0.399217,2.364981,0.201605,,,2025-01-16 07:46:13,
1643036810290487,,1237728509290487,72,MICROPLOT,,8701,1,1.0,7,7,20,,1,,,,,,2,,,0,,200.9552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,3.072206,0.399217,1.551464,0.201605,,,2025-01-16 07:46:13,
1643036811290487,,1237728509290487,72,MICROPLOT,,7891,1,1.0,14,14,40,,1,,,,,,2,,,0,,200.9552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,5.283212,0.399217,2.509526,0.189628,,,2025-01-16 07:46:13,
1643036812290487,,1237728509290487,72,MICROPLOT,,7061,1,1.0,8,8,,1,,,,,,,,,,0,,173.486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,3.410423,0.399217,1.619951,0.189628,,,2025-01-16 07:46:13,
1643036828290487,,1237728509290487,72,MICROPLOT,,7290,1,1.0,15,15,30,,1,,,,,,2,,,0,,200.9552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,5.576137,0.399217,2.715579,0.194419,,,2025-01-16 07:46:13,
1643036829290487,,1237728509290487,72,MICROPLOT,,7891,1,1.0,13,13,45,,1,,,,,,2,,,0,,200.9552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.985688,0.399217,2.368202,0.189628,,,2025-01-16 07:46:13,
1643036831290487,,1237728509290487,72,MICROPLOT,,7891,1,1.0,12,12,55,,1,,,,,,2,,,0,,200.9552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.68313,0.399217,2.224487,0.189628,,,2025-01-16 07:46:13,
1643036886290487,618816164126144,1237728511290487,72,SUBPLOT,,6012,1,5.0,35,35,25,,1,0,,,,,2,,,0,,146.7379,,,,,,,,,1.462299,,,,1.462299,,,,1.462299,,,,,,,,,,,,,,,,,,,2.730358,134.130516,18.02828,63.711995,8.563433,,,2025-01-16 07:46:14,
1643036934290487,,1237728511290487,72,MICROPLOT,,7990,1,1.0,15,15,60,,1,,,,,,2,,,0,,146.7379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,5.576137,0.399217,2.648665,0.189628,,,2025-01-16 07:46:14,
1643036935290487,,1237728511290487,72,MICROPLOT,,7990,1,1.0,16,16,60,,1,,,,,,2,,,0,,146.7379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,5.864835,0.399217,2.785797,0.189628,,,2025-01-16 07:46:14,
1643036945290487,,1237728511290487,72,MICROPLOT,,8768,1,1.0,13,13,50,,1,,,,,,2,,,0,,146.7379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.985688,0.399217,2.368202,0.189628,,,2025-01-16 07:46:14,
1643036894290487,,1237728511290487,72,SUBPLOT,,8216,1,5.0,19,19,25,,1,5,,,,,3,,,0,,146.7379,,,,,,,,,0.849198,,,,0.849198,,,,0.806738,,,,,,,,,,,,,,,,,,,2.730358,81.266044,10.228728,38.601371,4.858646,,,2025-01-16 07:46:14,
618819816126144,,480540246489998,72,MICROPLOT,,6114,1,1.0,11,11,10,,1,,,,,,2,,,0,,176.9864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.375023,0.399217,2.078136,0.189628,,,2024-12-18 10:35:18,
618819782126144,311805673489998,480540246489998,72,SUBPLOT,,8786,1,5.0,37,37,45,,1,0,,,,,3,4.8,,0,,176.9864,,,,,,,,,1.536405,,,,1.536405,,,,1.536405,,,,,,,,,,,,,,,,,,,2.730358,140.088832,18.941912,66.542195,8.997408,,,2024-12-18 10:35:18,
618819834126144,311805724489998,480540246489998,72,SUBPLOT,,8644,1,5.0,30,30,20,,1,0,,,,,3,5.0,,0,,176.9864,,,,,,,,,1.392417,,,,1.392417,,,,1.392417,,,,,,,,,,,,,,,,,,,2.730358,118.895614,17.166724,56.475417,8.154194,,,2024-12-18 10:35:18,
618819840126144,311805730489998,480540246489998,72,SUBPLOT,,6743,1,5.0,55,55,20,,1,0,,,,,3,,,0,,176.9864,,,,,,,,,2.18606,,,,2.18606,,,,2.18606,,,,,,,,,,,,,,,,,,,2.730358,191.01061,26.951329,90.73004,12.801881,,,2024-12-18 10:35:18,
618819843126144,311805733489998,480540246489998,72,SUBPLOT,,8644,1,5.0,32,32,5,,1,0,,,,,3,5.0,,0,,176.9864,,,,,,,,,1.47283,,,,1.47283,,,,1.47283,,,,,,,,,,,,,,,,,,,2.730358,125.051303,18.158114,59.399369,8.625104,,,2024-12-18 10:35:18,
618819932126144,,480540247489998,72,MICROPLOT,,8192,1,1.0,15,15,15,,1,,,,,,2,6.8,,0,,91.6433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,2.061886,0.399217,0.979396,0.189628,,,2024-12-18 10:35:34,
618819904126144,311807101489998,480540247489998,72,SUBPLOT,,6743,1,5.0,23,23,25,,1,0,,,,,3,,,0,,91.6433,,,,,,,,,1.006524,,,,1.006524,,,,1.006524,,,,,,,,,,,,,,,,,,,2.730358,65.866183,12.409156,31.286437,5.894349,,,2024-12-18 10:35:34,
618820001126144,,480540248489998,72,SUBPLOT,,7290,1,5.0,30,30,35,,1,0,,,,,3,,,0,,122.4491,,,,,,,,,1.101978,,,,1.101978,,,,1.101978,,,,,,,,,,,,,,,,,,,2.730358,84.7786,13.585982,41.287178,6.616373,,,2024-12-18 10:35:28,
618820012126144,311806821489998,480540248489998,72,SUBPLOT,,7290,1,5.0,32,32,35,,1,0,,,,,3,5.5,,0,,122.4491,,,,,,,,,1.156544,,,,1.156544,,,,1.156544,,,,,,,,,,,,,,,,,,,2.730358,90.139165,14.258711,43.897773,6.943992,,,2024-12-18 10:35:28,
618820016126144,,480540248489998,72,SUBPLOT,,7290,1,5.0,36,36,35,,1,0,,,,,3,5.7,,0,,122.4491,,,,,,,,,1.263186,,,,1.263186,,,,1.263186,,,,,,,,,,,,,,,,,,,2.730358,100.811117,15.573471,49.095014,7.58428,,,2024-12-18 10:35:28,
618820017126144,,480540248489998,72,SUBPLOT,,7290,1,5.0,35,35,30,,1,0,,,,,3,,,0,,122.4491,,,,,,,,,1.236818,,,,1.236818,,,,1.236818,,,,,,,,,,,,,,,,,,,2.730358,98.148958,15.248387,47.798543,7.425964,,,2024-12-18 10:35:28,
618820018126144,,480540248489998,72,SUBPLOT,,7290,1,5.0,35,24,40,,1,0,,,,,3,,,0,,122.4491,,,,,,,,,1.236818,,,,1.236818,,,,1.236818,,,,,,,,,,,,,,,,,,,1.2724,98.148958,15.248387,47.798543,7.425964,,,2024-12-18 10:35:28,
618820030126144,,480540248489998,72,SUBPLOT,,7290,1,5.0,30,30,40,,1,0,,,,,3,,,0,,122.4491,,,,,,,,,1.101978,,,,1.101978,,,,1.101978,,,,,,,,,,,,,,,,,,,2.730358,84.7786,13.585982,41.287178,6.616373,,,2024-12-18 10:35:28,
618819363126144,,480540237489998,72,SUBPLOT,,7290,1,5.0,25,7,40,,1,0,,,,,3,,,0,,63.1162,,,,,,,,,0.961343,,,,0.649805,,,,0.649805,,,,,,,,,,,,,,,,,,,0.367548,71.295818,8.011268,34.721063,3.901488,,,2024-12-18 10:35:15,
249710630010854,,249604329010854,72,MICROPLOT,,8634,1,1.0,14,14,15,,1,,,,,,3,6.0,,0,,145.7484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,5.283212,0.399217,2.509526,0.189628,,,2024-12-18 09:37:47,
249709916010854,249688235010854,249604327010854,72,SAWLOG,,8644,1,11.0,72,72,30,,1,0,,,,,2,,,0,,280.2771,,,,,,,,,19.573714,,,,19.573714,,,,19.573714,,,,,,,,,,,,,,,,,,,15.028625,809.44847,190.119911,384.488023,90.306958,,,2024-12-18 09:37:46,
249708415010854,,249604329010854,72,MICROPLOT,,7474,1,1.0,12,12,10,,1,,,,,,3,5.3,,0,,145.7484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.68313,0.399217,2.107409,0.179648,,,2024-12-18 09:37:47,
249709242010854,,249604329010854,72,MICROPLOT,,6728,1,1.0,16,16,20,,1,,,,,,3,,,0,,145.7484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,5.864835,0.399217,2.785797,0.189628,,,2024-12-18 09:37:47,
249710647010854,,249604329010854,72,MICROPLOT,,7290,1,1.0,16,16,25,,1,,,,,,3,,,0,,145.7484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,5.864835,0.399217,2.856175,0.194419,,,2024-12-18 09:37:47,
249710650010854,,249604329010854,72,MICROPLOT,,7290,1,1.0,19,19,15,,1,,,,,,3,,,0,,145.7484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,6.708567,0.399217,3.267072,0.194419,,,2024-12-18 09:37:47,
249708416010854,249686894010854,249604329010854,72,SUBPLOT,,7474,1,5.0,56,56,20,,1,0,,,,,3,,,0,,145.7484,,,,,,,,,2.640019,,,,2.640019,,,,2.640019,,,,,,,,,,,,,,,,,,,2.730358,193.721579,32.548064,87.174711,14.646629,,,2024-12-18 09:37:47,
249709930010854,,249604329010854,72,SUBPLOT,,8644,1,5.0,33,33,20,,1,0,,,,,3,,,0,,145.7484,,,,,,,,,1.512789,,,,1.512789,,,,1.512789,,,,,,,,,,,,,,,,,,,2.730358,128.097516,18.650757,60.84632,8.85911,,,2024-12-18 09:37:47,
249710635010854,249689274010854,249604329010854,72,SUBPLOT,,8701,1,5.0,30,30,10,,1,0,,,,,3,,,0,,145.7484,,,,,,,,,1.33995,,,,1.33995,,,,1.33995,,,,,,,,,,,,,,,,,,,2.730358,118.895614,16.519873,60.042285,8.342536,,,2024-12-18 09:37:47,
249710649010854,,249604329010854,72,SUBPLOT,,7290,1,5.0,25,25,15,,1,0,,,,,3,,,0,,145.7484,,,,,,,,,0.961343,,,,0.961343,,,,0.961343,,,,,,,,,,,,,,,,,,,2.730358,103.094386,11.852132,50.206966,5.771988,,,2024-12-18 09:37:47,
249708114010854,,249604330010854,72,MICROPLOT,,6559,1,1.0,18,18,50,,1,,,,,,3,,,0,,52.2845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,6.430789,0.399217,3.054625,0.189628,,,2024-12-18 09:37:47,
249709247010854,,249604330010854,72,MICROPLOT,,6790,1,1.0,17,17,10,,1,,,,,,3,,,0,,52.2845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,6.149626,0.399217,2.921072,0.189628,,,2024-12-18 09:37:47,
249709251010854,,249604330010854,72,MICROPLOT,,6410,1,1.0,13,13,10,,1,,,,,,3,,,0,,52.2845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.985688,0.399217,2.368202,0.189628,,,2024-12-18 09:37:47,
249709253010854,,249604330010854,72,MICROPLOT,,6410,1,1.0,14,14,15,,1,,,,,,3,5.4,,0,,52.2845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,5.283212,0.399217,2.509526,0.189628,,,2024-12-18 09:37:47,
249709254010854,,249604330010854,72,MICROPLOT,,6410,1,1.0,15,15,15,,1,,,,,,3,4.4,,0,,52.2845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,5.576137,0.399217,2.648665,0.189628,,,2024-12-18 09:37:47,
249709255010854,,249604330010854,72,MICROPLOT,,6410,1,1.0,17,17,15,,1,,,,,,3,,,0,,52.2845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,6.149626,0.399217,2.921072,0.189628,,,2024-12-18 09:37:47,
249709256010854,,249604330010854,72,MICROPLOT,,6410,1,1.0,13,13,30,,1,,,,,,3,,,0,,52.2845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.985688,0.399217,2.368202,0.189628,,,2024-12-18 09:37:47,
249709257010854,,249604330010854,72,MICROPLOT,,6410,1,1.0,12,12,70,,1,,,,,,3,,,0,,52.2845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.68313,0.399217,2.224487,0.189628,,,2024-12-18 09:37:47,
249709259010854,,249604330010854,72,MICROPLOT,,6410,1,1.0,13,13,25,,1,,,,,,3,6.2,,0,,9.9108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.985688,0.399217,2.368202,0.189628,,,2024-12-18 09:37:47,
249709260010854,,249604330010854,72,MICROPLOT,,6410,1,1.0,12,12,30,,1,,,,,,3,5.2,,0,,9.9108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.68313,0.399217,2.224487,0.189628,,,2024-12-18 09:37:47,
249710656010854,,249604330010854,72,MICROPLOT,,8191,1,1.0,15,15,10,,1,,,,,,3,5.5,,0,,52.2845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,5.576137,0.399217,2.648665,0.189628,,,2024-12-18 09:37:47,
249710657010854,,249604330010854,72,MICROPLOT,,8191,1,1.0,15,15,10,,1,,,,,,3,,,0,,52.2845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,5.576137,0.399217,2.648665,0.189628,,,2024-12-18 09:37:47,
249708311010854,,249604330010854,72,SUBPLOT,,7298,1,5.0,28,28,20,,1,0,,,,,3,6.6,,0,,52.2845,,,,,,,,,1.199013,,,,1.199013,,,,1.199013,,,,,,,,,,,,,,,,,,,2.730358,112.649793,14.7823,47.312913,6.208566,,,2024-12-18 09:37:47,
249708314010854,,249604330010854,72,SUBPLOT,,7298,1,5.0,31,31,15,,1,0,,,,,3,6.1,,0,,52.2845,,,,,,,,,1.312647,,,,1.312647,,,,1.312647,,,,,,,,,,,,,,,,,,,2.730358,121.984276,16.183262,51.233396,6.79697,,,2024-12-18 09:37:47,
249708315010854,,249604330010854,72,SUBPLOT,,7298,1,5.0,38,38,30,,1,0,,,,,3,,,0,,52.2845,,,,,,,,,1.573291,,,,1.573291,,,,1.573291,,,,,,,,,,,,,,,,,,,2.730358,143.041534,19.396669,60.077444,8.146601,,,2024-12-18 09:37:47,
249709944010854,249688269010854,249604332010854,72,SUBPLOT,,8644,1,5.0,23,16,15,,1,,,,,,3,4.5,,0,,141.5008,,,,,,,,,1.105057,,,,1.105057,,,,1.105057,,,,,,,,,,,,,,,,,,,0.697113,96.585521,13.623942,45.878122,6.471372,,,2024-12-18 09:37:47,
249708182010854,,249604334010854,72,SUBPLOT,,6743,1,5.0,33,33,15,,1,0,,,,,3,,,0,,101.0652,,,,,,,,,1.387723,,,,1.387723,,,,1.387723,,,,,,,,,,,,,,,,,,,2.730358,92.813103,17.108853,44.086224,8.126705,,,2024-12-18 09:37:48,
249708979010854,,249604334010854,72,SUBPLOT,,8713,1,5.0,26,26,45,,1,0,,,,,3,,,0,,101.0652,,,,,,,,,1.086112,,,,1.086112,,,,1.086112,,,,,,,,,,,,,,,,,,,2.730358,74.002387,13.390374,35.151134,6.360428,,,2024-12-18 09:37:48,
249708980010854,,249604334010854,72,SUBPLOT,,8713,1,5.0,27,27,60,,1,0,,,,,3,,,0,,101.0652,,,,,,,,,1.123331,,,,1.123331,,,,1.123331,,,,,,,,,,,,,,,,,,,2.730358,76.703755,13.849237,36.434284,6.578388,,,2024-12-18 09:37:48,
249708981010854,,249604334010854,72,SUBPLOT,,8713,1,5.0,27,27,70,,1,0,,,,,3,,,0,,101.0652,,,,,,,,,1.123331,,,,1.123331,,,,1.123331,,,,,,,,,,,,,,,,,,,2.730358,76.703755,13.849237,36.434284,6.578388,,,2024-12-18 09:37:48,
618819815126144,,480540246489998,72,MICROPLOT,,6410,1,1.0,15,15,60,,1,,,,,,2,,,0,,176.9864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,5.576137,0.399217,2.648665,0.189628,,,2024-12-18 10:35:18,
249708982010854,,249604334010854,72,SUBPLOT,,8713,1,5.0,27,27,35,,1,0,,,,,3,,,0,,101.0652,,,,,,,,,1.123331,,,,1.123331,,,,1.123331,,,,,,,,,,,,,,,,,,,2.730358,76.703755,13.849237,36.434284,6.578388,,,2024-12-18 09:37:48,
249708983010854,,249604334010854,72,SUBPLOT,,8713,1,5.0,27,27,30,,1,0,,,,,3,,,0,,101.0652,,,,,,,,,1.123331,,,,1.123331,,,,1.123331,,,,,,,,,,,,,,,,,,,2.730358,76.703755,13.849237,36.434284,6.578388,,,2024-12-18 09:37:48,
249708984010854,,249604334010854,72,SUBPLOT,,8713,1,5.0,27,27,50,,1,0,,,,,3,,,0,,101.0652,,,,,,,,,1.123331,,,,1.123331,,,,1.123331,,,,,,,,,,,,,,,,,,,2.730358,76.703755,13.849237,36.434284,6.578388,,,2024-12-18 09:37:48,
249708986010854,,249604334010854,72,SUBPLOT,,8713,1,5.0,39,39,50,,1,0,,,,,3,,,0,,101.0652,,,,,,,,,1.559855,,,,1.559855,,,,1.559855,,,,,,,,,,,,,,,,,,,2.730358,108.775835,19.231021,51.668522,9.134735,,,2024-12-18 09:37:48,
249708989010854,,249604334010854,72,SUBPLOT,,8713,1,5.0,49,49,25,,1,0,,,,,3,4.9,,0,,101.0652,,,,,,,,,1.912433,,,,1.912433,,,,1.912433,,,,,,,,,,,,,,,,,,,2.730358,135.11617,23.577857,64.180181,11.199482,,,2024-12-18 09:37:48,
249708990010854,,249604334010854,72,SUBPLOT,,8713,1,5.0,52,52,40,,1,0,,,,,3,,,0,,101.0652,,,,,,,,,2.01663,,,,2.01663,,,,2.01663,,,,,,,,,,,,,,,,,,,2.730358,142.963189,24.862473,67.907515,11.809675,,,2024-12-18 09:37:48,
249708996010854,,249604334010854,72,SUBPLOT,,8713,1,5.0,31,31,30,,1,0,,,,,3,,,0,,101.0652,,,,,,,,,1.270785,,,,1.270785,,,,1.270785,,,,,,,,,,,,,,,,,,,2.730358,87.461044,15.667157,41.543996,7.441899,,,2024-12-18 09:37:48,
249708997010854,,249604334010854,72,SUBPLOT,,8713,1,5.0,36,36,25,,1,0,,,,,3,,,0,,101.0652,,,,,,,,,1.452278,,,,1.452278,,,,1.452278,,,,,,,,,,,,,,,,,,,2.730358,100.811117,17.904734,47.885281,8.504748,,,2024-12-18 09:37:48,
249708998010854,,249604334010854,72,SUBPLOT,,8713,1,5.0,36,36,30,,1,0,,,,,3,,,0,,101.0652,,,,,,,,,1.452278,,,,1.452278,,,,1.452278,,,,,,,,,,,,,,,,,,,2.730358,100.811117,17.904734,47.885281,8.504748,,,2024-12-18 09:37:48,
249708999010854,,249604334010854,72,SUBPLOT,,8713,1,5.0,31,31,20,,1,0,,,,,3,,,0,,101.0652,,,,,,,,,1.270785,,,,1.270785,,,,1.270785,,,,,,,,,,,,,,,,,,,2.730358,87.461044,15.667157,41.543996,7.441899,,,2024-12-18 09:37:48,
249709000010854,,249604334010854,72,SUBPLOT,,8713,1,5.0,36,36,20,,1,0,,,,,3,,,0,,101.0652,,,,,,,,,1.452278,,,,1.452278,,,,1.452278,,,,,,,,,,,,,,,,,,,2.730358,100.811117,17.904734,47.885281,8.504748,,,2024-12-18 09:37:48,
249709001010854,249687507010854,249604334010854,72,SUBPLOT,,8713,1,5.0,31,31,30,,1,0,,,,,3,,,0,,101.0652,,,,,,,,,1.270785,,,,1.270785,,,,1.270785,,,,,,,,,,,,,,,,,,,2.730358,87.461044,15.667157,41.543996,7.441899,,,2024-12-18 09:37:48,
249709002010854,249687506010854,249604334010854,72,SUBPLOT,,8713,1,5.0,30,30,25,,1,0,,,,,3,4.5,,0,,101.0652,,,,,,,,,1.234124,,,,1.234124,,,,1.234124,,,,,,,,,,,,,,,,,,,2.730358,84.7786,15.215173,40.269835,7.227207,,,2024-12-18 09:37:48,
249709003010854,249687505010854,249604334010854,72,SUBPLOT,,8713,1,5.0,31,31,30,,1,0,,,,,3,,,0,,101.0652,,,,,,,,,1.270785,,,,1.270785,,,,1.270785,,,,,,,,,,,,,,,,,,,2.730358,87.461044,15.667157,41.543996,7.441899,,,2024-12-18 09:37:48,
249709694010854,,249604336010854,72,MICROPLOT,,7021,1,1.0,13,13,40,,1,,,,,,3,4.5,,0,,88.4166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.824847,0.399217,2.291802,0.189628,,,2024-12-18 09:37:48,
249707874010854,,249604336010854,72,SUBPLOT,,854,1,5.0,27,27,20,,1,0,,,,,2,,,0,,88.4166,,,,,,,,,2.619143,,,,2.619143,,,,2.619143,,,,,,,,,,,,,,,,,,,2.730358,133.870508,32.290689,58.903024,14.207903,,,2024-12-18 09:37:48,
249708281010854,,249604336010854,72,SUBPLOT,,7285,1,5.0,31,31,25,,1,0,,,,,3,,,0,,88.4166,,,,,,,,,1.91857,,,,1.91857,,,,1.91857,,,,,,,,,,,,,,,,,,,2.730358,150.37082,23.653519,71.42614,11.235421,,,2024-12-18 09:37:48,
249710667010854,,249604337010854,72,MICROPLOT,,8829,1,1.0,18,18,10,,1,,,,,,3,,,0,,82.3491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,6.344384,0.399217,2.905728,0.182842,,,2024-12-18 09:37:49,
249708285010854,,249604336010854,72,SUBPLOT,,7285,1,5.0,39,39,20,,1,0,,,,,3,,,0,,88.4166,,,,,,,,,2.571348,,,,2.571348,,,,2.571348,,,,,,,,,,,,,,,,,,,2.730358,182.409569,31.701438,86.644545,15.058183,,,2024-12-18 09:37:48,
249709279010854,,249604337010854,72,MICROPLOT,,7565,1,1.0,16,16,15,,1,,,,,,3,,,0,,82.3491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,5.74583,0.399217,2.729269,0.189628,,,2024-12-18 09:37:49,
249709284010854,,249604337010854,72,MICROPLOT,,7565,1,1.0,14,14,15,,1,,,,,,3,6.4,,0,,82.3491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,5.135253,0.399217,2.439245,0.189628,,,2024-12-18 09:37:49,
249710670010854,,249604337010854,72,MICROPLOT,,8829,1,1.0,14,14,15,,1,,,,,,3,,,0,,82.3491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,5.135253,0.399217,2.351946,0.182842,,,2024-12-18 09:37:49,
249708590010854,,249604337010854,72,SUBPLOT,,8223,1,5.0,33,33,25,,1,0,,,,,3,6.1,,0,,82.3491,,,,,,,,,2.081765,,,,2.081765,,,,2.081765,,,,,,,,,,,,,,,,,,,2.730358,158.49218,25.665505,75.283786,12.191115,,,2024-12-18 09:37:49,
249708591010854,,249604337010854,72,SUBPLOT,,8223,1,5.0,31,31,30,,1,0,,,,,3,,,0,,82.3491,,,,,,,,,1.91857,,,,1.91857,,,,1.91857,,,,,,,,,,,,,,,,,,,2.730358,150.37082,23.653519,71.42614,11.235421,,,2024-12-18 09:37:49,
249708592010854,,249604337010854,72,SUBPLOT,,8223,1,5.0,22,22,15,,1,0,,,,,3,,,0,,82.3491,,,,,,,,,1.184195,,,,1.184195,,,,1.184195,,,,,,,,,,,,,,,,,,,2.730358,112.682175,14.599613,53.524033,6.934816,,,2024-12-18 09:37:49,
249708593010854,,249604337010854,72,SUBPLOT,,8223,1,5.0,28,28,20,,1,0,,,,,3,3.5,,0,,82.3491,,,,,,,,,1.673779,,,,1.673779,,,,1.673779,,,,,,,,,,,,,,,,,,,2.730358,138.029927,20.635558,65.564215,9.80189,,,2024-12-18 09:37:49,
249708596010854,,249604337010854,72,SUBPLOT,,8223,1,5.0,30,30,25,,1,0,,,,,3,,,0,,82.3491,,,,,,,,,1.836973,,,,1.836973,,,,1.836973,,,,,,,,,,,,,,,,,,,2.730358,146.27918,22.647532,69.482611,10.757578,,,2024-12-18 09:37:49,
249708598010854,,249604337010854,72,SUBPLOT,,8223,1,5.0,30,30,30,,1,0,,,,,3,5.8,,0,,82.3491,,,,,,,,,1.836973,,,,1.836973,,,,1.836973,,,,,,,,,,,,,,,,,,,2.730358,146.27918,22.647532,69.482611,10.757578,,,2024-12-18 09:37:49,
249708599010854,,249604337010854,72,SUBPLOT,,8223,1,5.0,30,30,30,,1,0,,,,,3,,,0,,82.3491,,,,,,,,,1.836973,,,,1.836973,,,,1.836973,,,,,,,,,,,,,,,,,,,2.730358,146.27918,22.647532,69.482611,10.757578,,,2024-12-18 09:37:49,
249709223010854,,249604326010854,72,SUBPLOT,,6888,1,5.0,26,26,35,,1,0,,,,,3,,,0,,118.1244,,,,,,,,,1.122514,,,,1.122514,,,,1.122514,,,,,,,,,,,,,,,,,,,2.730358,74.002387,13.839165,34.1151,6.379855,,,2024-12-18 09:37:45,
249708322010854,,249604430010854,72,SUBPLOT,,7306,1,5.0,37,37,25,,1,0,,,,,2,,,0,,77.3814,,,,,,,,,1.536405,,,,1.536405,,,,1.536405,,,,,,,,,,,,,,,,,,,2.730358,140.088832,18.941912,66.542195,8.997408,,,2024-12-18 09:38:27,
249708561010854,,249604430010854,72,SUBPLOT,,7946,1,5.0,46,46,25,,1,0,,,,,3,,,0,,77.3814,,,,,,,,,1.864764,,,,1.864764,,,,1.864764,,,,,,,,,,,,,,,,,,,2.730358,166.096173,22.990159,78.895682,10.920326,,,2024-12-18 09:38:27,
249708565010854,,249604430010854,72,SUBPLOT,,7946,1,5.0,46,46,20,,1,0,,,,,3,,,0,,77.3814,,,,,,,,,1.864764,,,,1.864764,,,,1.864764,,,,,,,,,,,,,,,,,,,2.730358,166.096173,22.990159,78.895682,10.920326,,,2024-12-18 09:38:27,
