TRE_CN,PREV_TRE_CN,PLT_CN,STATECD,THRESHOLD_TYPE,SUBPTYP,SPCD,STATUSCD,DIA,HT,ACTUALHT,CR,STANDING_DEAD_CD,DIAHTCD,CULL,ROUGHCULL,CULLFORM,CULLMSTOP,DECAYCD,TREECLCD,HTDMP,WDLDSTEM,STDORGCD,SITREE,BALIVE,VOLTSGRS,VOLTSGRS_BARK,VOLTSSND,VOLTSSND_BARK,VOLCFGRS_STUMP,VOLCFGRS_STUMP_BARK,VOLCFSND_STUMP,VOLCFSND_STUMP_BARK,VOLCFGRS,VOLCFGRS_BARK,VOLCFGRS_TOP,VOLCFGRS_TOP_BARK,VOLCFSND,VOLCFSND_BARK,VOLCFSND_TOP,VOLCFSND_TOP_BARK,VOLCFNET,VOLCFNET_BARK,VOLCSGRS,VOLCSGRS_BARK,VOLCSSND,VOLCSSND_BARK,VOLCSNET,VOLCSNET_BARK,VOLBFGRS,VOLBFNET,VOLBSGRS,VOLBSNET,DRYBIO_STEM,DRYBIO_STEM_BARK,DRYBIO_STUMP,DRYBIO_STUMP_BARK,DRYBIO_BOLE,DRYBIO_BOLE_BARK,DRYBIO_BRANCH,DRYBIO_FOLIAGE,DRYBIO_AG,DRYBIO_BG,CARBON_AG,CARBON_BG,DRYBIO_SAWLOG,DRYBIO_SAWLOG_BARK,CREATED_DATE,MODIFIED_DATE
1212399425290487,,807232070290487,72,MICROPLOT,,8361,1,1.0,16,16,35,,1,,,,,,2,,,0,,143.5061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,12.724107,0.399217,6.043951,0.189628,,,2024-12-18 10:48:12,
1212399489290487,,807232070290487,72,MICROPLOT,,6064,1,1.0,14,14,1,,1,,,,,,2,,,0,,143.5061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,12.45532,0.399217,5.916277,0.189628,,,2024-12-18 10:48:12,
1212399491290487,,807232070290487,72,MICROPLOT,,8361,1,1.0,16,16,20,,1,,,,,,2,,,0,,143.5061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,12.724107,0.399217,6.043951,0.189628,,,2024-12-18 10:48:12,
1212399492290487,,807232070290487,72,MICROPLOT,,8361,1,1.0,16,16,15,,1,,,,,,2,,,0,,143.5061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,12.724107,0.399217,6.043951,0.189628,,,2024-12-18 10:48:12,
1212399493290487,,807232070290487,72,MICROPLOT,,7891,1,1.0,17,17,40,,1,,,,,,2,,,0,,143.5061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,12.858501,0.399217,6.107788,0.189628,,,2024-12-18 10:48:12,
1212399494290487,,807232070290487,72,MICROPLOT,,8361,1,1.0,16,16,25,,1,,,,,,2,,,0,,143.5061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,12.724107,0.399217,6.043951,0.189628,,,2024-12-18 10:48:12,
1212399495290487,,807232070290487,72,MICROPLOT,,6639,1,1.0,19,19,20,,1,,,,,,2,,,0,,143.5061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,13.127288,0.399217,6.235462,0.189628,,,2024-12-18 10:48:12,
1212399496290487,,807232070290487,72,MICROPLOT,,8361,1,1.0,14,14,15,,1,,,,,,2,,,0,,143.5061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,12.45532,0.399217,5.916277,0.189628,,,2024-12-18 10:48:12,
1212399497290487,,807232070290487,72,MICROPLOT,,8361,1,1.0,15,15,10,,1,,,,,,2,,,0,,143.5061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,12.589714,0.399217,5.980114,0.189628,,,2024-12-18 10:48:12,
1212399430290487,489756594126144,807232070290487,72,SAWLOG,,6443,1,11.0,50,50,35,,1,0,,,,,2,,,0,,143.5061,,,,,,,,,14.289464,,,,14.289464,,,,14.289464,,,,,,,,,,,,,,,,,,,15.028625,823.654637,138.793876,391.235953,65.927091,,,2024-12-18 10:48:12,
1212399391290487,,807232070290487,72,SUBPLOT,,6064,1,5.0,32,32,45,,1,0,,,,,3,,,0,,143.5061,,,,,,,,,1.35025,,,,1.35025,,,,1.35025,,,,,,,,,,,,,,,,,,,2.730358,118.088631,16.646859,56.0921,7.907258,,,2024-12-18 10:48:12,
1212399418290487,,807232070290487,72,SUBPLOT,,8311,1,5.0,32,32,20,,1,0,,,,,3,,,0,,143.5061,,,,,,,,,1.35025,,,,1.35025,,,,1.35025,,,,,,,,,,,,,,,,,,,2.730358,159.665471,16.646859,75.841099,7.907258,,,2024-12-18 10:48:12,
1212399421290487,,807232070290487,72,SUBPLOT,,8311,1,5.0,11,11,45,,1,0,,,,,3,,,0,,143.5061,,,,,,,,,0.522216,,,,0.522216,,,,0.522216,,,,,,,,,,,,,,,,,,,2.730358,69.352841,6.438257,32.942599,3.058172,,,2024-12-18 10:48:12,
1212399422290487,,807232070290487,72,SUBPLOT,,8311,1,5.0,14,14,25,,1,0,,,,,3,,,0,,143.5061,,,,,,,,,0.647178,,,,0.647178,,,,0.647178,,,,,,,,,,,,,,,,,,,2.730358,82.254646,7.978879,39.070957,3.789967,,,2024-12-18 10:48:12,
1212399427290487,489756595126144,807232070290487,72,SUBPLOT,,6064,1,5.0,32,14,30,,1,0,,,,,3,,,0,,143.5061,,,,,,,,,1.35025,,,,1.35025,,,,1.35025,,,,,,,,,,,,,,,,,,,0.516554,118.088631,16.646859,56.0921,7.907258,,,2024-12-18 10:48:12,
1212399447290487,,807232070290487,72,SUBPLOT,,8624,1,5.0,40,40,60,,1,0,,,,,3,,,0,,143.5061,,,,,,,,,1.646745,,,,1.646745,,,,1.646745,,,,,,,,,,,,,,,,,,,2.730358,144.967336,20.302264,68.859485,9.643575,,,2024-12-18 10:48:12,
1212399448290487,,807232070290487,72,SUBPLOT,,8311,1,5.0,13,13,35,,1,0,,,,,3,,,0,,143.5061,,,,,,,,,0.605888,,,,0.605888,,,,0.605888,,,,,,,,,,,,,,,,,,,2.730358,77.954044,7.469826,37.028171,3.548167,,,2024-12-18 10:48:12,
1212399487290487,,807232070290487,72,SUBPLOT,,8311,1,5.0,10,10,15,,1,0,,,,,3,,,0,,143.5061,,,,,,,,,0.479763,,,,0.479763,,,,0.479763,,,,,,,,,,,,,,,,,,,2.730358,65.05224,5.914865,30.899814,2.809561,,,2024-12-18 10:48:12,
1212399581290487,,807232072290487,72,MICROPLOT,,6539,1,1.0,18,18,40,,1,,,,,,2,,,0,,83.8448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,2.451811,0.399217,1.16461,0.189628,,,2024-12-18 10:48:04,
1212399593290487,,807232072290487,72,MICROPLOT,,7891,1,1.0,23,23,45,,1,,,,,,2,,,0,,83.8448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,3.094707,0.399217,1.469986,0.189628,,,2024-12-18 10:48:04,
1212399594290487,,807232072290487,72,MICROPLOT,,7290,1,1.0,12,12,25,,1,,,,,,2,4.0,,0,,83.8448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,1.668016,0.399217,0.812324,0.194419,,,2024-12-18 10:48:04,
1212399578290487,,807232072290487,72,SUBPLOT,,6443,1,5.0,48,48,15,,1,0,,,,,3,,,0,,83.8448,,,,,,,,,1.721732,,,,1.721732,,,,1.721732,,,,,,,,,,,,,,,,,,,2.730358,132.495225,21.226757,62.935232,10.08271,,,2024-12-18 10:48:04,
1212399587290487,489756728126144,807232072290487,72,SUBPLOT,,7290,1,5.0,30,30,35,,1,0,,,,,3,,,0,,83.8448,,,,,,,,,1.101978,,,,1.101978,,,,1.101978,,,,,,,,,,,,,,,,,,,2.730358,84.7786,13.585982,41.287178,6.616373,,,2024-12-18 10:48:04,
1212399591290487,,807232072290487,72,SUBPLOT,,8931,1,5.0,40,40,25,,1,0,,,,,2,,,0,,83.8448,,,,,,,,,1.646745,,,,1.646745,,,,1.646745,,,,,,,,,,,,,,,,,,,2.730358,111.42382,20.302264,52.926315,9.643575,,,2024-12-18 10:48:04,
1212399592290487,,807232072290487,72,SUBPLOT,,7891,1,5.0,32,32,50,,1,0,,,,,3,,,0,,83.8448,,,,,,,,,1.35025,,,,1.35025,,,,1.35025,,,,,,,,,,,,,,,,,,,2.730358,90.139165,16.646859,42.816103,7.907258,,,2024-12-18 10:48:04,
1212399654290487,,807232073290487,72,MICROPLOT,,7285,1,1.0,15,15,20,,1,,,,,,2,4.8,,0,,60.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,5.576137,0.399217,2.648665,0.189628,,,2024-12-18 10:47:49,
1212399655290487,,807232073290487,72,MICROPLOT,,7285,1,1.0,17,17,25,,1,,,,,,2,,,0,,60.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,6.149626,0.399217,2.921072,0.189628,,,2024-12-18 10:47:49,
1212399657290487,,807232073290487,72,MICROPLOT,,7084,1,1.0,21,21,35,,1,,,,,,2,,,0,,60.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,7.25481,0.399217,3.446035,0.189628,,,2024-12-18 10:47:49,
1212399658290487,,807232073290487,72,MICROPLOT,,7565,1,1.0,15,15,20,,1,,,,,,2,,,0,,60.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,5.576137,0.399217,2.648665,0.189628,,,2024-12-18 10:47:49,
1212399659290487,,807232073290487,72,MICROPLOT,,7565,1,1.0,17,17,25,,1,,,,,,2,,,0,,60.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,6.149626,0.399217,2.921072,0.189628,,,2024-12-18 10:47:49,
1212399660290487,,807232073290487,72,MICROPLOT,,8425,1,1.0,11,11,35,,1,,,,,,2,,,0,,60.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.375023,0.399217,2.078136,0.189628,,,2024-12-18 10:47:49,
1212399673290487,,807232073290487,72,MICROPLOT,,6406,1,1.0,16,16,35,,1,,,,,,2,,,0,,60.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,5.864835,0.399217,2.785797,0.189628,,,2024-12-18 10:47:49,
1212399669290487,,807232073290487,72,SUBPLOT,,7285,1,5.0,26,26,50,,1,0,,,,,3,,,0,,60.461,,,,,,,,,1.122514,,,,1.122514,,,,1.122514,,,,,,,,,,,,,,,,,,,2.730358,106.305925,13.839165,50.495314,6.573603,,,2024-12-18 10:47:49,
1212399672290487,,807232073290487,72,SUBPLOT,,854,1,5.0,27,27,25,,1,0,,,,,3,,,0,,60.461,,,,,,,,,1.160842,,,,1.160842,,,,1.160842,,,,,,,,,,,,,,,,,,,2.730358,109.490659,14.3117,48.17589,6.297148,,,2024-12-18 10:47:49,
1212399739290487,,807232074290487,72,MICROPLOT,,8781,1,1.0,14,14,10,,1,,,,,,2,,,0,,23.2806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,1.931077,0.399217,0.917262,0.189628,,,2024-12-18 10:48:07,
1212399759290487,,807232074290487,72,MICROPLOT,,7471,1,1.0,18,18,25,,1,,,,,,2,,,0,,87.1201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,2.451811,0.399217,1.16461,0.189628,,,2024-12-18 10:48:07,
1212399766290487,,807232074290487,72,SUBPLOT,,7822,1,5.0,36,36,10,,1,0,,,,,3,,,0,,87.1201,,,,,,,,,1.499408,,,,1.499408,,,,1.499408,,,,,,,,,,,,,,,,,,,2.730358,100.811117,18.485786,47.885281,8.780749,,,2024-12-18 10:48:07,
1212399884290487,,807232076290487,72,MICROPLOT,,8483,1,1.0,14,14,45,,1,,,,,,2,,,0,,113.9431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,5.283212,0.399217,2.509526,0.189628,,,2024-12-18 10:48:20,
1212399885290487,,807232076290487,72,MICROPLOT,,8713,1,1.0,17,17,25,,1,,,,,,2,,,0,,113.9431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,6.149626,0.399217,2.921072,0.189628,,,2024-12-18 10:48:20,
1212399886290487,,807232076290487,72,MICROPLOT,,7306,1,1.0,17,17,25,,1,,,,,,2,,,0,,113.9431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,6.149626,0.399217,2.921072,0.189628,,,2024-12-18 10:48:20,
1212399888290487,,807232076290487,72,MICROPLOT,,8030,1,1.0,14,14,35,,1,,,,,,2,,,0,,113.9431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,5.283212,0.399217,2.509526,0.189628,,,2024-12-18 10:48:20,
1212399889290487,,807232076290487,72,MICROPLOT,,7893,1,1.0,17,17,55,,1,,,,,,2,,,0,,113.9431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,6.149626,0.399217,2.921072,0.189628,,,2024-12-18 10:48:20,
1212398824290487,,807232060290487,72,SUBPLOT,,6443,1,5.0,32,32,25,,1,0,,,,,3,,,0,,243.4188,,,,,,,,,1.250866,,,,1.250866,,,,1.250866,,,,,,,,,,,,,,,,,,,2.730358,125.051303,15.421581,59.399369,7.325251,,,2024-12-18 10:47:49,
1212399929290487,,807232076290487,72,MICROPLOT,,8712,1,1.0,10,10,15,,1,,,,,,2,,,0,,113.9431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.060742,0.399217,1.928852,0.189628,,,2024-12-18 10:48:20,
1212399913290487,,807232076290487,72,MICROPLOT,,8712,1,1.0,17,17,15,,1,,,,,,2,6.8,,0,,113.9431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,6.149626,0.399217,2.921072,0.189628,,,2024-12-18 10:48:20,
1212399914290487,,807232076290487,72,MICROPLOT,,6706,1,1.0,18,18,30,,1,,,,,,2,,,0,,113.9431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,6.430789,0.399217,3.054625,0.189628,,,2024-12-18 10:48:20,
1212399928290487,,807232076290487,72,MICROPLOT,,8483,1,1.0,10,10,45,,1,,,,,,2,,,0,,113.9431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.060742,0.399217,1.928852,0.189628,,,2024-12-18 10:48:20,
1212399930290487,,807232076290487,72,MICROPLOT,,940,1,1.0,14,14,35,,1,,,,,,2,,,0,,113.9431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,5.283212,0.399217,2.498959,0.18883,,,2024-12-18 10:48:20,
1212399915290487,,807232076290487,72,SUBPLOT,,940,1,5.0,28,28,30,,1,0,,,,,3,,,0,,113.9431,,,,,,,,,1.199013,,,,1.199013,,,,1.199013,,,,,,,,,,,,,,,,,,,2.730358,112.649793,14.7823,53.283352,6.992028,,,2024-12-18 10:48:20,
1643040175290487,,1237728665290487,72,MICROPLOT,,7813,1,1.0,16,16,25,,1,,,,,,2,,,0,,33.2485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,2.19226,0.399217,1.041324,0.189628,,,2025-01-16 07:46:38,
1643041175290487,,1237728666290487,72,MICROPLOT,,6406,1,1.0,18,18,30,,1,,,,,,2,,,0,,96.3731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,6.430789,0.399217,3.054625,0.189628,,,2025-01-16 07:46:38,
1643041174290487,,1237728666290487,72,SUBPLOT,,6743,1,5.0,40,40,35,,1,0,,,,,3,,,0,,96.3731,,,,,,,,,1.646745,,,,1.646745,,,,1.646745,,,,,,,,,,,,,,,,,,,2.730358,148.896818,20.302264,70.725989,9.643575,,,2025-01-16 07:46:38,
1643040261290487,,1237728668290487,72,MICROPLOT,,6164,1,1.0,11,11,50,,1,,,,,,2,,,0,,109.2182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,1.535681,0.399217,0.729448,0.189628,,,2025-01-16 07:46:38,
1643040974290487,,1237728670290487,72,MICROPLOT,,7565,1,1.0,11,11,35,,1,,,,,,2,,,0,,105.6061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,1.535681,0.399217,0.729448,0.189628,,,2025-01-16 07:46:39,
1643040961290487,,1237728670290487,72,SUBPLOT,,8644,1,5.0,30,30,1,,1,0,,,,,3,,,0,,105.6061,,,,,,,,,1.392417,,,,1.392417,,,,1.392417,,,,,,,,,,,,,,,,,,,2.730358,84.7786,17.166724,40.269835,8.154194,,,2025-01-16 07:46:39,
1643040968290487,,1237728670290487,72,SUBPLOT,,7290,1,5.0,28,28,45,,1,0,,,,,3,,,0,,105.6061,,,,,,,,,1.04649,,,,1.04649,,,,1.04649,,,,,,,,,,,,,,,,,,,2.730358,79.400124,12.901886,38.66786,6.283218,,,2025-01-16 07:46:39,
1643040970290487,,1237728670290487,72,SUBPLOT,,7290,1,5.0,33,33,40,,1,0,,,,,3,6.5,,0,,105.6061,,,,,,,,,1.183504,,,,1.183504,,,,1.183504,,,,,,,,,,,,,,,,,,,2.730358,92.813103,14.591093,45.199981,7.105862,,,2025-01-16 07:46:39,
1643040972290487,,1237728670290487,72,SUBPLOT,,7290,1,5.0,27,27,50,,1,0,,,,,3,,,0,,105.6061,,,,,,,,,1.018375,,,,1.018375,,,,1.018375,,,,,,,,,,,,,,,,,,,2.730358,76.703755,12.555264,37.354729,6.114413,,,2025-01-16 07:46:39,
1643040995290487,,1237728670290487,72,SUBPLOT,,6443,1,5.0,31,31,15,,1,0,,,,,3,6.9,,0,,105.6061,,,,,,,,,1.219961,,,,1.219961,,,,1.219961,,,,,,,,,,,,,,,,,,,2.730358,87.461044,15.040562,41.543996,7.144267,,,2025-01-16 07:46:39,
1643040973290487,,1237728670290487,72,SUBPLOT,,7290,1,5.0,26,26,25,,1,0,,,,,3,,,0,,105.6061,,,,,,,,,0.989997,,,,0.989997,,,,0.989997,,,,,,,,,,,,,,,,,,,2.730358,74.002387,12.205399,36.039162,5.944029,,,2025-01-16 07:46:39,
1643040993290487,,1237728670290487,72,SUBPLOT,,8750,1,5.0,25,25,10,,1,0,,,,,2,,,0,,105.6061,,,,,,,,,1.084024,,,,1.084024,,,,1.084024,,,,,,,,,,,,,,,,,,,2.730358,71.295818,13.364632,33.865514,6.3482,,,2025-01-16 07:46:39,
1643040994290487,,1237728670290487,72,SUBPLOT,,8644,1,5.0,25,6,1,,1,10,,,,,3,,,0,,105.6061,,,,,,,,,1.188193,,,,0.697626,,,,0.627863,,,,,,,,,,,,,,,,,,,0.0,68.01621,8.205197,32.3077,3.897469,,,2025-01-16 07:46:39,
1643040998290487,,1237728670290487,72,SUBPLOT,,6443,1,5.0,33,33,5,,1,0,,,,,3,6.9,,0,,105.6061,,,,,,,,,1.281566,,,,1.281566,,,,1.281566,,,,,,,,,,,,,,,,,,,2.730358,92.813103,15.800073,44.086224,7.505035,,,2025-01-16 07:46:39,
1643040304290487,,1237728671290487,72,SUBPLOT,,6283,1,5.0,45,45,50,,1,10,,,,,3,,,0,,61.5452,,,,,,,,,1.828657,,,,1.828657,,,,1.645791,,,,,,,,,,,,,,,,,,,2.730358,118.883426,21.507936,56.469628,10.21627,,,2025-01-16 07:46:40,
1643040358290487,,1237728672290487,72,MICROPLOT,,7290,1,1.0,10,10,15,,1,,,,,,2,,,0,,159.733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.060742,0.399217,1.977581,0.194419,,,2025-01-16 07:46:40,
1643040374290487,,1237728672290487,72,MICROPLOT,,7290,1,1.0,21,21,30,,1,,,,,,2,,,0,,159.733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,7.25481,0.399217,3.533092,0.194419,,,2025-01-16 07:46:40,
1643040375290487,,1237728672290487,72,MICROPLOT,,7290,1,1.0,14,14,25,,1,,,,,,2,,,0,,159.733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,5.283212,0.399217,2.572924,0.194419,,,2025-01-16 07:46:40,
1643040352290487,618819143126144,1237728672290487,72,SAWLOG,,7994,1,11.0,50,50,20,,1,0,,,,,2,,,0,,159.733,,,,,,,,,13.015957,,,,13.015957,,,,13.015957,,,,,,,,,,,,,,,,,,,15.028625,608.59386,126.424274,289.082084,60.05153,,,2025-01-16 07:46:40,
1643040392290487,,1237728673290487,72,MICROPLOT,,7245,1,1.0,17,17,25,,1,,,,,,2,,,0,,34.2457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,6.149626,0.399217,2.558244,0.166074,,,2025-01-16 07:46:40,
1643040397290487,,1237728673290487,72,SUBPLOT,,8786,1,5.0,30,7,50,,1,10,,,,,3,3.9,,0,,34.2457,,,,,,,,,1.27491,,,,0.813717,,,,0.732345,,,,,,,,,,,,,,,,,,,0.360613,113.426416,9.570613,53.877547,4.546041,,,2025-01-16 07:46:40,
1643040451290487,,1237728674290487,72,SUBPLOT,,7290,1,5.0,35,35,40,,1,0,,,,,3,5.9,,0,,92.4532,,,,,,,,,1.236818,,,,1.236818,,,,1.236818,,,,,,,,,,,,,,,,,,,2.730358,134.130516,15.248387,65.321561,7.425964,,,2025-01-16 07:46:41,
1643040452290487,,1237728674290487,72,SUBPLOT,,7290,1,5.0,35,35,35,,1,0,,,,,3,,,0,,92.4532,,,,,,,,,1.236818,,,,1.236818,,,,1.236818,,,,,,,,,,,,,,,,,,,2.730358,134.130516,15.248387,65.321561,7.425964,,,2025-01-16 07:46:41,
1643040453290487,,1237728674290487,72,MICROPLOT,,7290,1,1.0,15,15,25,,1,,,,,,2,5.9,,0,,92.4532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,5.576137,0.399217,2.715579,0.194419,,,2025-01-16 07:46:41,
1643040509290487,,1237728680290487,72,MICROPLOT,,7290,1,1.0,16,16,45,,1,,,,,,2,,,0,,106.9429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,2.19226,0.399217,1.067631,0.194419,,,2025-01-16 07:46:41,
1643040510290487,,1237728680290487,72,MICROPLOT,,7994,1,1.0,14,14,40,,1,,,,,,2,4.2,,0,,106.9429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,1.931077,0.399217,0.917262,0.189628,,,2025-01-16 07:46:41,
1643040491290487,,1237728680290487,72,SUBPLOT,,7290,1,5.0,28,28,50,,1,0,,,,,3,,,0,,106.9429,,,,,,,,,1.04649,,,,1.04649,,,,1.04649,,,,,,,,,,,,,,,,,,,2.730358,79.400124,12.901886,38.66786,6.283218,,,2025-01-16 07:46:41,
1643040500290487,618820011126144,1237728680290487,72,SUBPLOT,,7474,1,5.0,36,36,30,,1,0,,,,,3,,,0,,106.9429,,,,,,,,,1.91127,,,,1.91127,,,,1.91127,,,,,,,,,,,,,,,,,,,2.730358,100.811117,23.563519,45.365003,10.603584,,,2025-01-16 07:46:41,
1643040507290487,,1237728680290487,72,SUBPLOT,,7290,1,5.0,30,30,50,,1,0,,,,,3,,,0,,106.9429,,,,,,,,,1.101978,,,,1.101978,,,,1.101978,,,,,,,,,,,,,,,,,,,2.730358,84.7786,13.585982,41.287178,6.616373,,,2025-01-16 07:46:41,
1643040508290487,,1237728680290487,72,SUBPLOT,,7474,1,5.0,36,36,35,,1,0,,,,,2,,,0,,106.9429,,,,,,,,,1.91127,,,,1.91127,,,,1.91127,,,,,,,,,,,,,,,,,,,2.730358,100.811117,23.563519,45.365003,10.603584,,,2025-01-16 07:46:41,
1643040561290487,,1237728681290487,72,MICROPLOT,,7290,1,1.0,20,20,45,,1,,,,,,2,7.0,,0,,213.5091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,6.983176,0.399217,3.400807,0.194419,,,2025-01-16 07:46:41,
1643040562290487,,1237728681290487,72,MICROPLOT,,8844,1,1.0,16,16,15,,1,,,,,,2,,,0,,213.5091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,5.864835,0.399217,2.785797,0.189628,,,2025-01-16 07:46:41,
1643040565290487,,1237728681290487,72,MICROPLOT,,6521,1,1.0,10,10,1,,1,,,,,,2,4.5,,0,,48.7034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.060742,0.399217,1.928852,0.189628,,,2025-01-16 07:46:41,
1643040568290487,,1237728681290487,72,MICROPLOT,,8644,1,1.0,13,13,25,,1,,,,,,2,5.5,,0,,48.7034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.985688,0.399217,2.368202,0.189628,,,2025-01-16 07:46:41,
1643040546290487,,1237728681290487,72,SUBPLOT,,8644,1,5.0,22,22,15,,1,0,,,,,3,,,0,,213.5091,,,,,,,,,1.06314,,,,1.06314,,,,1.06314,,,,,,,,,,,,,,,,,,,2.730358,93.285188,13.107159,44.310464,6.2259,,,2025-01-16 07:46:41,
1643040559290487,,1237728681290487,72,SUBPLOT,,8844,1,5.0,30,30,25,,1,0,,,,,2,,,0,,213.5091,,,,,,,,,1.27491,,,,1.27491,,,,1.27491,,,,,,,,,,,,,,,,,,,2.730358,118.895614,15.718013,56.475417,7.466056,,,2025-01-16 07:46:41,
1643040606290487,,1237728683290487,72,MICROPLOT,,6402,1,1.0,15,15,25,,1,,,,,,2,,,0,,36.9453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,5.576137,0.399217,2.648665,0.189628,,,2025-01-16 07:46:41,
1643040665290487,,1237728691290487,72,MICROPLOT,,7565,1,1.0,12,12,25,,1,,,,,,2,,,0,,75.3348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.68313,0.399217,2.224487,0.189628,,,2025-01-16 07:46:42,
1643040666290487,,1237728691290487,72,MICROPLOT,,7565,1,1.0,13,13,25,,1,,,,,,2,,,0,,75.3348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,4.985688,0.399217,2.368202,0.189628,,,2025-01-16 07:46:42,
1643040678290487,,1237728691290487,72,SUBPLOT,,6338,1,5.0,30,30,35,,1,0,,,,,3,,,0,,75.3348,,,,,,,,,1.27491,,,,1.27491,,,,1.27491,,,,,,,,,,,,,,,,,,,2.730358,118.895614,15.718013,56.475417,7.466056,,,2025-01-16 07:46:42,
1643040680290487,,1237728691290487,72,SUBPLOT,,6559,1,5.0,45,45,45,,1,0,,,,,3,,,0,,75.3348,,,,,,,,,1.828657,,,,1.828657,,,,1.828657,,,,,,,,,,,,,,,,,,,2.730358,163.265285,22.545006,77.55101,10.708878,,,2025-01-16 07:46:42,
1643040681290487,,1237728691290487,72,MICROPLOT,,7932,1,1.0,18,18,35,,1,,,,,,2,,,0,,75.3348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,6.430789,0.399217,3.054625,0.189628,,,2025-01-16 07:46:42,
1643040723290487,,1237728693290487,72,MICROPLOT,,8644,1,1.0,13,13,15,,1,,,,,,2,,,0,,63.9833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319776,1.7998,0.399217,0.854905,0.189628,,,2025-01-16 07:46:42,
1643040718290487,,1237728693290487,72,SUBPLOT,,6443,1,5.0,25,25,15,,1,0,,,,,3,,,0,,63.9833,,,,,,,,,1.029751,,,,1.029751,,,,1.029751,,,,,,,,,,,,,,,,,,,2.730358,71.295818,12.695515,33.865514,6.03037,,,2025-01-16 07:46:42,
