CN,PLT_CN,INVYR,STATECD,COUNTYCD,PLOT,TRANSECT,SUBP,CONDID,MEASYEAR,SMALLCT,MEDIUMCT,LARGECT,RSNCTCD,PILESCD,SMALL_TL_COND,SMALL_TL_PLOT,SMALL_TL_UNADJ,MEDIUM_TL_COND,MEDIUM_TL_PLOT,MEDIUM_TL_UNADJ,LARGE_TL_COND,LARGE_TL_PLOT,LARGE_TL_UNADJ,CREATED_DATE,MODIFIED_DATE,FWD_STATUS_CD,FWD_NONSAMPLE_REASN_CD,FWD_SAMPLE_METHOD,SLOPE
1212398407290487,807232054290487,2021,72,131,2,225,4,1,,27,0,1,,,12.0,24.0,24.0,12.0,24.0,24.0,20.0,40.0,40.0,2022-05-10 11:11:05,2023-08-10 14:03:33,1,,3,
1212398404290487,807232054290487,2021,72,131,2,270,1,1,,7,1,2,,,12.0,24.0,24.0,12.0,24.0,24.0,20.0,40.0,40.0,2022-05-10 11:11:05,2023-08-10 14:03:33,1,,3,
1212398405290487,807232054290487,2021,72,131,2,360,2,2,,,,,,,12.0,24.0,24.0,12.0,24.0,24.0,20.0,40.0,40.0,2022-05-10 11:11:05,2023-08-10 14:03:33,1,,3,
1212398883290487,807232061290487,2021,72,131,3,135,3,1,,,,,,,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,2022-05-10 11:11:05,2023-08-10 14:03:33,1,,3,
1212398884290487,807232061290487,2021,72,131,3,225,4,1,,,,,,,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,2022-05-10 11:11:05,2023-08-10 14:03:33,1,,3,
1212398881290487,807232061290487,2021,72,131,3,270,1,1,,,,,,,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,2022-05-10 11:11:05,2023-08-10 14:03:33,1,,3,
1212398882290487,807232061290487,2021,72,131,3,360,2,1,,,,,,,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,2022-05-10 11:11:05,2023-08-10 14:03:33,1,,3,
1212399250290487,807232067290487,2021,72,131,4,135,3,1,,,,,,,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,2022-05-10 11:11:05,2023-08-10 14:03:34,1,,3,
1212399251290487,807232067290487,2021,72,131,4,225,4,1,,,,,,,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,2022-05-10 11:11:05,2023-08-10 14:03:34,1,,3,
1212399248290487,807232067290487,2021,72,131,4,270,1,1,,,,,,,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,2022-05-10 11:11:05,2023-08-10 14:03:34,1,,3,
1212399249290487,807232067290487,2021,72,131,4,360,2,1,,,,,,,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,2022-05-10 11:11:05,2023-08-10 14:03:34,1,,3,
1212398487290487,807232055290487,2021,72,131,5,135,3,2,,2,2,2,,,12.0,24.0,24.0,12.0,24.0,24.0,20.0,40.0,40.0,2022-05-10 11:11:05,2023-08-10 14:03:33,1,,3,
1212398488290487,807232055290487,2021,72,131,5,225,4,1,,,,,,,12.0,24.0,24.0,12.0,24.0,24.0,20.0,40.0,40.0,2022-05-10 11:11:05,2023-08-10 14:03:33,1,,3,
1212398485290487,807232055290487,2021,72,131,5,270,1,1,,,,,,,12.0,24.0,24.0,12.0,24.0,24.0,20.0,40.0,40.0,2022-05-10 11:11:05,2023-08-10 14:03:33,1,,3,
1212398486290487,807232055290487,2021,72,131,5,360,2,2,,2,2,11,,,12.0,24.0,24.0,12.0,24.0,24.0,20.0,40.0,40.0,2022-05-10 11:11:05,2023-08-10 14:03:33,1,,3,
1212393746290487,807231982290487,2021,72,133,2,135,3,1,,,,,,,18.0,24.0,24.0,18.0,24.0,24.0,30.0,40.0,40.0,2022-05-10 11:11:05,2023-08-10 14:03:33,1,,3,
1212393747290487,807231982290487,2021,72,133,2,225,4,2,,4,2,2,,,6.0,24.0,24.0,6.0,24.0,24.0,10.0,40.0,40.0,2022-05-10 11:11:05,2023-08-10 14:03:33,1,,3,
1212393744290487,807231982290487,2021,72,133,2,270,1,1,,,,,,,18.0,24.0,24.0,18.0,24.0,24.0,30.0,40.0,40.0,2022-05-10 11:11:05,2023-08-10 14:03:33,1,,3,
1212393745290487,807231982290487,2021,72,133,2,360,2,1,,,,,,,18.0,24.0,24.0,18.0,24.0,24.0,30.0,40.0,40.0,2022-05-10 11:11:05,2023-08-10 14:03:33,1,,3,
1212393017290487,807231971290487,2021,72,133,6,135,3,1,,,,,,,18.0,24.0,24.0,18.0,24.0,24.0,30.0,40.0,40.0,2022-05-10 11:11:05,2023-08-10 14:03:33,1,,3,
1212393018290487,807231971290487,2021,72,133,6,225,4,1,,,,,,,18.0,24.0,24.0,18.0,24.0,24.0,30.0,40.0,40.0,2022-05-10 11:11:05,2023-08-10 14:03:33,1,,3,
1212393015290487,807231971290487,2021,72,133,6,270,1,1,,,,,,,18.0,24.0,24.0,18.0,24.0,24.0,30.0,40.0,40.0,2022-05-10 11:11:05,2023-08-10 14:03:33,1,,3,
1212393016290487,807231971290487,2021,72,133,6,360,2,2,,0,0,0,,,6.0,24.0,24.0,6.0,24.0,24.0,10.0,40.0,40.0,2022-05-10 11:11:05,2023-08-10 14:03:33,1,,3,
1212398794290487,807232059290487,2021,72,135,1,135,3,2,,,,,,,12.0,24.0,24.0,12.0,24.0,24.0,20.0,40.0,40.0,2022-05-10 11:11:05,2023-08-10 14:03:33,1,,3,
1212398795290487,807232059290487,2021,72,135,1,225,4,2,,,,,,,12.0,24.0,24.0,12.0,24.0,24.0,20.0,40.0,40.0,2022-05-10 11:11:05,2023-08-10 14:03:33,1,,3,
1212398792290487,807232059290487,2021,72,135,1,270,1,1,,8,0,2,,,12.0,24.0,24.0,12.0,24.0,24.0,20.0,40.0,40.0,2022-05-10 11:11:05,2023-08-10 14:03:33,1,,3,
1212398793290487,807232059290487,2021,72,135,1,360,2,1,,7,0,1,,,12.0,24.0,24.0,12.0,24.0,24.0,20.0,40.0,40.0,2022-05-10 11:11:05,2023-08-10 14:03:33,1,,3,
1212397263290487,807232036290487,2021,72,137,1,135,3,1,,,,,,,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,2022-05-10 11:11:05,2023-08-10 14:03:33,1,,3,
1212397264290487,807232036290487,2021,72,137,1,225,4,1,,,,,,,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,2022-05-10 11:11:05,2023-08-10 14:03:33,1,,3,
1212397261290487,807232036290487,2021,72,137,1,270,1,1,,,,,,,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,2022-05-10 11:11:05,2023-08-10 14:03:33,1,,3,
1212397262290487,807232036290487,2021,72,137,1,360,2,1,,,,,,,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,2022-05-10 11:11:05,2023-08-10 14:03:33,1,,3,
1212398598290487,807232057290487,2021,72,139,1,135,3,1,,,,,,,18.0,24.0,24.0,18.0,24.0,24.0,30.0,40.0,40.0,2022-05-10 11:11:05,2023-08-10 14:03:33,1,,3,
1212398599290487,807232057290487,2021,72,139,1,225,4,2,,12,1,0,,,6.0,24.0,24.0,6.0,24.0,24.0,10.0,40.0,40.0,2022-05-10 11:11:05,2023-08-10 14:03:33,1,,3,
1212398596290487,807232057290487,2021,72,139,1,270,1,1,,,,,,,18.0,24.0,24.0,18.0,24.0,24.0,30.0,40.0,40.0,2022-05-10 11:11:05,2023-08-10 14:03:33,1,,3,
1212398597290487,807232057290487,2021,72,139,1,360,2,1,,,,,,,18.0,24.0,24.0,18.0,24.0,24.0,30.0,40.0,40.0,2022-05-10 11:11:05,2023-08-10 14:03:33,1,,3,
1212399364290487,807232069290487,2021,72,141,2,135,3,1,,4,1,8,,,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,2022-05-10 11:11:05,2023-08-10 14:03:34,1,,3,
